epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.00461, 0.99867, 0.81400, 1, 1.00000, 0.81667, 0.35500, 0.90333, 0.99500,
  1, 0.07087, 0.97773, 0.25133, 0, 0.00000, 0.00000, 0.04333, 0.21333, 1.00000,
  2, 0.01921, 0.99385, 0.95300, 1, 0.99667, 0.98167, 0.91333, 0.88333, 0.99000,
  3, 0.02285, 0.99368, 0.81500, 0, 1.00000, 1.00000, 0.89500, 0.91000, 0.27000,
  4, 0.03744, 0.98936, 0.95933, 1, 0.99833, 0.99333, 0.93167, 0.88000, 0.99333,
  5, 0.02037, 0.99468, 0.97733, 1, 1.00000, 0.99833, 0.99000, 0.94667, 0.95167,
  6, 0.01841, 0.99535, 0.97000, 0, 1.00000, 0.99833, 0.91167, 0.95833, 0.98167,
  7, 0.01061, 0.99717, 0.88633, 0, 1.00000, 0.99500, 0.87667, 0.56333, 0.99667,
  8, 0.01837, 0.99551, 0.46567, 0, 1.00000, 0.37333, 0.00000, 0.00500, 0.95000,
  9, 0.01220, 0.99767, 0.98067, 1, 1.00000, 0.99833, 0.99667, 0.95833, 0.95000,
 10, 0.01227, 0.99618, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 11, 0.01394, 0.99668, 0.27867, 0, 0.14500, 0.03000, 0.03667, 0.18333, 0.99833,
 12, 0.01073, 0.99717, 0.86733, 0, 1.00000, 0.97167, 0.85667, 0.81833, 0.69000,
 13, 0.01156, 0.99668, 0.96733, 0, 1.00000, 1.00000, 0.98667, 0.93833, 0.91167,
 14, 0.00627, 0.99867, 0.97933, 0, 1.00000, 1.00000, 0.99000, 0.96833, 0.93833,
 15, 0.00931, 0.99734, 0.96967, 0, 1.00000, 1.00000, 0.98833, 0.96500, 0.89500,
 16, 0.00706, 0.99801, 0.98333, 1, 1.00000, 1.00000, 0.99000, 0.96667, 0.96000,
 17, 0.00957, 0.99734, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 18, 0.00893, 0.99734, 0.97800, 0, 1.00000, 0.99667, 0.99833, 0.97667, 0.91833,
 19, 0.00766, 0.99784, 0.97867, 0, 1.00000, 1.00000, 0.99500, 0.96667, 0.93167,
 20, 0.00504, 0.99884, 0.98267, 0, 1.00000, 1.00000, 0.99500, 0.96833, 0.95000,
 21, 0.00351, 0.99900, 0.98233, 0, 1.00000, 1.00000, 0.99333, 0.96500, 0.95333,
