epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.00748, 0.99819, 0.98300, 1, 1.00000, 0.99833, 0.99167, 0.97000, 0.95500,
  1, 0.06280, 0.98170, 0.32533, 0, 0.00500, 0.00000, 0.34000, 0.28333, 0.99833,
  2, 0.02904, 0.99077, 0.97900, 0, 1.00000, 0.99667, 0.98833, 0.96333, 0.94667,
  3, 0.02628, 0.99341, 0.98333, 1, 1.00000, 1.00000, 0.99333, 0.97000, 0.95333,
  4, 0.01640, 0.99538, 0.98233, 0, 1.00000, 0.99500, 0.99667, 0.93333, 0.98667,
  5, 0.02905, 0.99225, 0.97500, 0, 1.00000, 0.99833, 0.98500, 0.95667, 0.93500,
  6, 0.01790, 0.99473, 0.94967, 0, 1.00000, 0.98833, 0.87500, 0.94333, 0.94167,
  7, 0.01492, 0.99604, 0.97933, 0, 1.00000, 0.99833, 0.99000, 0.96333, 0.94500,
  8, 0.01881, 0.99538, 0.98367, 1, 1.00000, 1.00000, 0.99667, 0.97000, 0.95167,
  9, 0.00835, 0.99753, 0.97800, 0, 1.00000, 1.00000, 0.98500, 0.96167, 0.94333,
 10, 0.01510, 0.99588, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 11, 0.01225, 0.99703, 0.98333, 0, 1.00000, 1.00000, 0.99500, 0.96667, 0.95500,
 12, 0.00865, 0.99819, 0.98000, 0, 1.00000, 1.00000, 0.99000, 0.96667, 0.94333,
 13, 0.01016, 0.99703, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 14, 0.01004, 0.99769, 0.97400, 0, 1.00000, 0.99833, 0.99333, 0.96500, 0.91333,
 15, 0.01012, 0.99720, 0.98067, 0, 1.00000, 0.99833, 0.99167, 0.96667, 0.94667,
 16, 0.00877, 0.99753, 0.98467, 1, 1.00000, 0.99833, 0.99667, 0.96667, 0.96167,
 17, 0.00477, 0.99918, 0.97100, 0, 1.00000, 1.00000, 0.99833, 0.96833, 0.88833,
 18, 0.00490, 0.99918, 0.97567, 0, 1.00000, 1.00000, 0.99333, 0.96667, 0.91833,
 19, 0.00678, 0.99786, 0.98367, 0, 1.00000, 0.99833, 0.99667, 0.96000, 0.96333,
 20, 0.00693, 0.99819, 0.98367, 0, 1.00000, 0.99833, 0.99333, 0.96333, 0.96333,
 21, 0.00648, 0.99868, 0.97633, 0, 1.00000, 1.00000, 0.99167, 0.96833, 0.92167,
 22, 0.00308, 0.99934, 0.97633, 0, 1.00000, 1.00000, 0.99333, 0.96667, 0.92167,
 23, 0.00524, 0.99819, 0.97833, 0, 1.00000, 1.00000, 0.99500, 0.97000, 0.92667,
 24, 0.00501, 0.99868, 0.98200, 0, 1.00000, 1.00000, 0.99833, 0.97500, 0.93667,
 25, 0.00425, 0.99918, 0.98367, 0, 1.00000, 1.00000, 0.99667, 0.96833, 0.95333,
 26, 0.00420, 0.99934, 0.98200, 0, 1.00000, 1.00000, 0.99500, 0.96833, 0.94667,
 27, 0.00553, 0.99885, 0.98000, 0, 1.00000, 0.99833, 0.99000, 0.95167, 0.96000,
 28, 0.00296, 0.99934, 0.98467, 0, 1.00000, 0.99833, 0.99667, 0.96667, 0.96167,
 29, 0.00398, 0.99885, 0.98133, 0, 1.00000, 1.00000, 0.99500, 0.96667, 0.94500,
 30, 0.00379, 0.99918, 0.98000, 0, 1.00000, 1.00000, 0.99667, 0.96833, 0.93500,
 31, 0.00367, 0.99885, 0.97567, 0, 1.00000, 1.00000, 0.99500, 0.96333, 0.92000,
 32, 0.00363, 0.99901, 0.98133, 0, 1.00000, 0.99833, 0.99000, 0.97000, 0.94833,
 33, 0.00375, 0.99901, 0.98467, 0, 1.00000, 1.00000, 0.99667, 0.96833, 0.95833,
 34, 0.00282, 0.99901, 0.97667, 0, 1.00000, 0.99833, 0.99333, 0.96333, 0.92833,
 35, 0.00255, 0.99918, 0.98200, 0, 1.00000, 0.99833, 0.99333, 0.96000, 0.95833,
 36, 0.00341, 0.99901, 0.96600, 0, 1.00000, 0.99833, 0.98833, 0.95667, 0.88667,
 37, 0.00278, 0.99918, 0.98467, 0, 1.00000, 0.99500, 0.99000, 0.96000, 0.97833,
 38, 0.00226, 0.99918, 0.98000, 0, 1.00000, 0.99833, 0.99333, 0.96833, 0.94000,
