epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.00803, 0.99834, 0.98400, 1, 1.00000, 1.00000, 0.99167, 0.95167, 0.97667,
  1, 0.04714, 0.98670, 0.66967, 0, 1.00000, 0.67500, 0.71000, 0.00000, 0.96333,
  2, 0.02583, 0.99320, 0.98367, 0, 0.99667, 0.99833, 0.99333, 0.96333, 0.96667,
  3, 0.02151, 0.99275, 0.97800, 0, 1.00000, 0.99500, 0.99000, 0.91833, 0.98667,
  4, 0.02100, 0.99486, 0.97333, 0, 1.00000, 0.99333, 0.99167, 0.94833, 0.93333,
  5, 0.01904, 0.99395, 0.38500, 0, 0.08667, 0.00000, 0.34500, 0.50167, 0.99167,
  6, 0.01163, 0.99668, 0.97500, 0, 1.00000, 1.00000, 0.99167, 0.96000, 0.92333,
  7, 0.01123, 0.99652, 0.98200, 0, 1.00000, 1.00000, 0.99500, 0.96833, 0.94667,
  8, 0.00981, 0.99728, 0.98100, 0, 1.00000, 1.00000, 0.99500, 0.95500, 0.95500,
  9, 0.00777, 0.99834, 0.41700, 0, 1.00000, 0.03500, 0.05333, 0.00000, 0.99667,
 10, 0.01213, 0.99637, 0.97000, 0, 1.00000, 1.00000, 0.99167, 0.95333, 0.90500,
 11, 0.01472, 0.99607, 0.98100, 0, 1.00000, 1.00000, 0.99667, 0.94833, 0.96000,
 12, 0.01000, 0.99728, 0.96633, 0, 1.00000, 1.00000, 0.99000, 0.93833, 0.90333,
 13, 0.00636, 0.99864, 0.97167, 0, 1.00000, 1.00000, 0.99000, 0.96167, 0.90667,
 14, 0.00966, 0.99728, 0.98267, 0, 1.00000, 1.00000, 0.99833, 0.97167, 0.94333,
 15, 0.00941, 0.99819, 0.97967, 0, 1.00000, 1.00000, 0.99500, 0.96667, 0.93667,
 16, 0.00801, 0.99804, 0.98367, 0, 1.00000, 0.99833, 1.00000, 0.96167, 0.95833,
 17, 0.00632, 0.99819, 0.97933, 0, 1.00000, 1.00000, 0.99167, 0.95667, 0.94833,
 18, 0.00675, 0.99834, 0.98233, 0, 1.00000, 0.99833, 0.99833, 0.96667, 0.94833,
 19, 0.00539, 0.99849, 0.98000, 0, 1.00000, 0.99833, 0.99667, 0.96167, 0.94333,
 20, 0.00721, 0.99758, 0.97667, 0, 1.00000, 1.00000, 0.99167, 0.95667, 0.93500,
 21, 0.00550, 0.99819, 0.98400, 0, 1.00000, 0.99833, 0.99667, 0.96167, 0.96333,
 22, 0.00438, 0.99879, 0.97733, 0, 1.00000, 1.00000, 0.99333, 0.95833, 0.93500,
 23, 0.00410, 0.99879, 0.96533, 0, 1.00000, 1.00000, 0.98667, 0.94333, 0.89667,
 24, 0.00407, 0.99909, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 25, 0.00471, 0.99879, 0.97600, 0, 1.00000, 0.99833, 0.99167, 0.94667, 0.94333,
 26, 0.00357, 0.99924, 0.98567, 1, 1.00000, 0.99833, 0.99667, 0.97500, 0.95833,
 27, 0.00316, 0.99940, 0.96767, 0, 1.00000, 0.99833, 0.98167, 0.93167, 0.92667,
 28, 0.00595, 0.99879, 0.97767, 0, 1.00000, 0.99833, 0.98833, 0.95500, 0.94667,
 29, 0.00230, 0.99970, 0.97433, 0, 1.00000, 0.99833, 0.99167, 0.96167, 0.92000,
 30, 0.00383, 0.99879, 0.97900, 0, 1.00000, 1.00000, 0.99333, 0.96333, 0.93833,
 31, 0.00399, 0.99894, 0.97033, 0, 1.00000, 1.00000, 0.99167, 0.95833, 0.90167,
 32, 0.00331, 0.99894, 0.98633, 1, 1.00000, 0.99833, 0.99667, 0.96500, 0.97167,
 33, 0.00354, 0.99940, 0.97467, 0, 1.00000, 1.00000, 0.99333, 0.96167, 0.91833,
 34, 0.00383, 0.99924, 0.98267, 0, 1.00000, 1.00000, 0.99500, 0.96500, 0.95333,
 35, 0.00261, 0.99924, 0.97633, 0, 1.00000, 1.00000, 0.99167, 0.96000, 0.93000,
 36, 0.00226, 0.99924, 0.97333, 0, 1.00000, 1.00000, 0.99167, 0.96333, 0.91167,
 37, 0.00340, 0.99909, 0.98433, 0, 1.00000, 1.00000, 0.99667, 0.96667, 0.95833,
 38, 0.00196, 0.99940, 0.97167, 0, 1.00000, 1.00000, 0.99000, 0.95167, 0.91667,
 39, 0.00243, 0.99924, 0.97567, 0, 1.00000, 1.00000, 0.99333, 0.96667, 0.91833,
 40, 0.00321, 0.99909, 0.97367, 0, 1.00000, 1.00000, 0.99167, 0.96000, 0.91667,
 41, 0.00203, 0.99940, 0.96500, 0, 1.00000, 0.99833, 0.98833, 0.94500, 0.89333,
 42, 0.00259, 0.99924, 0.98100, 0, 1.00000, 1.00000, 0.99333, 0.96667, 0.94500,
 43, 0.00286, 0.99909, 0.96733, 0, 1.00000, 0.99833, 0.99000, 0.94833, 0.90000,
 44, 0.00281, 0.99894, 0.97433, 0, 1.00000, 0.99833, 0.98500, 0.93500, 0.95333,
 45, 0.00297, 0.99909, 0.97267, 0, 1.00000, 1.00000, 0.99167, 0.96333, 0.90833,
 46, 0.00235, 0.99940, 0.97167, 0, 1.00000, 0.99833, 0.99000, 0.95833, 0.91167,
 47, 0.00230, 0.99924, 0.98167, 0, 1.00000, 1.00000, 0.99167, 0.96333, 0.95333,
 48, 0.00192, 0.99970, 0.97533, 0, 1.00000, 1.00000, 0.99167, 0.96333, 0.92167,
 49, 0.00195, 0.99955, 0.97000, 0, 1.00000, 1.00000, 0.99167, 0.95167, 0.90667,
 50, 0.00293, 0.99894, 0.97467, 0, 1.00000, 1.00000, 0.99167, 0.96667, 0.91500,
 51, 0.00212, 0.99955, 0.97467, 0, 1.00000, 1.00000, 0.99333, 0.95000, 0.93000,
 52, 0.00248, 0.99924, 0.97633, 0, 1.00000, 1.00000, 0.99167, 0.96000, 0.93000,
 53, 0.00233, 0.99909, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 54, 0.00206, 0.99940, 0.96033, 0, 1.00000, 0.99833, 0.98667, 0.94000, 0.87667,
 55, 0.00222, 0.99924, 0.97467, 0, 1.00000, 1.00000, 0.99167, 0.95000, 0.93167,
 56, 0.00260, 0.99924, 0.96767, 0, 1.00000, 0.99833, 0.99167, 0.94500, 0.90333,
 57, 0.00226, 0.99955, 0.98100, 0, 1.00000, 1.00000, 0.99167, 0.95833, 0.95500,
 58, 0.00261, 0.99924, 0.97267, 0, 1.00000, 1.00000, 0.99167, 0.95000, 0.92167,
 59, 0.00278, 0.99909, 0.97267, 0, 1.00000, 1.00000, 0.99167, 0.95833, 0.91333,
