epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.01127, 0.99713, 0.20000, 1, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  1, 0.04730, 0.98532, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  2, 0.02573, 0.99266, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  3, 0.03031, 0.98979, 0.97100, 1, 1.00000, 0.98667, 0.97667, 0.93333, 0.95833,
  4, 0.01459, 0.99601, 0.96900, 0, 1.00000, 1.00000, 0.99500, 0.96000, 0.89000,
  5, 0.01619, 0.99569, 0.98467, 1, 1.00000, 0.99667, 0.99667, 0.96667, 0.96333,
  6, 0.01544, 0.99601, 0.95233, 0, 1.00000, 0.99833, 0.98167, 0.92167, 0.86000,
  7, 0.01705, 0.99553, 0.94767, 0, 1.00000, 0.99667, 0.96167, 0.90833, 0.87167,
  8, 0.00994, 0.99777, 0.92800, 0, 1.00000, 0.99667, 0.97833, 0.90333, 0.76167,
  9, 0.01389, 0.99553, 0.97667, 0, 1.00000, 0.99667, 0.95500, 0.95667, 0.97500,
 10, 0.00765, 0.99793, 0.98100, 0, 1.00000, 0.99500, 0.97167, 0.97833, 0.96000,
 11, 0.01054, 0.99697, 0.97967, 0, 1.00000, 1.00000, 0.99333, 0.96000, 0.94500,
 12, 0.00569, 0.99872, 0.98400, 0, 1.00000, 0.99833, 0.99667, 0.96667, 0.95833,
 13, 0.01306, 0.99681, 0.96267, 0, 1.00000, 0.99667, 0.97333, 0.92333, 0.92000,
 14, 0.00798, 0.99793, 0.97500, 0, 1.00000, 1.00000, 0.99667, 0.96500, 0.91333,
 15, 0.00594, 0.99904, 0.98633, 1, 1.00000, 1.00000, 0.99667, 0.96000, 0.97500,
 16, 0.00567, 0.99809, 0.98433, 0, 1.00000, 1.00000, 0.99667, 0.96500, 0.96000,
 17, 0.00572, 0.99888, 0.97633, 0, 1.00000, 1.00000, 0.99833, 0.95833, 0.92500,
 18, 0.00640, 0.99872, 0.98233, 0, 1.00000, 0.99833, 0.99833, 0.97333, 0.94167,
 19, 0.00651, 0.99856, 0.98267, 0, 1.00000, 1.00000, 0.99667, 0.96333, 0.95333,
