epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.00432, 0.99899, 0.97733, 1, 1.00000, 0.99667, 0.99167, 0.96000, 0.93833,
  1, 0.07440, 0.97769, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  2, 0.03331, 0.99054, 0.73267, 0, 0.87833, 0.76333, 0.34500, 0.68333, 0.99333,
  3, 0.02638, 0.99189, 0.94967, 0, 1.00000, 0.94333, 0.94500, 0.93333, 0.92667,
  4, 0.03549, 0.99037, 0.98200, 1, 1.00000, 0.99667, 0.98333, 0.96000, 0.97000,
  5, 0.02005, 0.99476, 0.26367, 0, 0.00167, 0.00000, 0.02667, 0.29167, 0.99833,
  6, 0.02308, 0.99239, 0.97333, 0, 1.00000, 1.00000, 0.98833, 0.95333, 0.92500,
  7, 0.02096, 0.99307, 0.94067, 0, 1.00000, 0.99833, 0.98333, 0.96000, 0.76167,
  8, 0.01414, 0.99628, 0.27467, 0, 0.00000, 0.00000, 0.03500, 0.34000, 0.99833,
  9, 0.01757, 0.99459, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 10, 0.01881, 0.99459, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 11, 0.01122, 0.99713, 0.98133, 0, 1.00000, 0.99833, 0.99500, 0.96500, 0.94833,
 12, 0.01276, 0.99628, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 13, 0.01465, 0.99561, 0.97533, 0, 1.00000, 1.00000, 0.99500, 0.97000, 0.91167,
 14, 0.00815, 0.99814, 0.97933, 0, 1.00000, 0.99833, 0.99000, 0.96000, 0.94833,
 15, 0.00646, 0.99848, 0.98167, 0, 1.00000, 1.00000, 0.98500, 0.96833, 0.95500,
 16, 0.00690, 0.99831, 0.91867, 0, 0.99833, 0.91667, 0.75167, 0.93667, 0.99000,
 17, 0.00503, 0.99915, 0.98000, 0, 1.00000, 1.00000, 0.98833, 0.96333, 0.94833,
 18, 0.00763, 0.99814, 0.98267, 1, 1.00000, 0.99833, 0.99333, 0.96667, 0.95500,
 19, 0.00698, 0.99814, 0.97467, 0, 1.00000, 0.99833, 0.97667, 0.95667, 0.94167,
 20, 0.00728, 0.99848, 0.97733, 0, 1.00000, 0.99833, 0.98667, 0.95667, 0.94500,
 21, 0.00689, 0.99746, 0.96133, 0, 1.00000, 0.99667, 0.97833, 0.93833, 0.89333,
 22, 0.00477, 0.99899, 0.97800, 0, 1.00000, 0.99833, 0.98667, 0.96667, 0.93833,
 23, 0.00457, 0.99848, 0.97000, 0, 1.00000, 0.99833, 0.98167, 0.95833, 0.91167,
 24, 0.00480, 0.99915, 0.21633, 0, 0.00000, 0.00000, 0.08167, 0.00000, 1.00000,
 25, 0.00512, 0.99882, 0.97533, 0, 1.00000, 1.00000, 0.98833, 0.96833, 0.92000,
 26, 0.00637, 0.99831, 0.97567, 0, 1.00000, 0.99833, 0.98833, 0.96500, 0.92667,
 27, 0.00507, 0.99899, 0.96533, 0, 1.00000, 0.99833, 0.97500, 0.96500, 0.88833,
 28, 0.00340, 0.99915, 0.98133, 0, 1.00000, 0.99667, 0.99167, 0.96833, 0.95000,
 29, 0.00371, 0.99915, 0.96600, 0, 1.00000, 0.99833, 0.97333, 0.95833, 0.90000,
 30, 0.00436, 0.99882, 0.97000, 0, 1.00000, 0.99833, 0.97833, 0.95667, 0.91667,
 31, 0.00396, 0.99882, 0.97433, 0, 1.00000, 0.99833, 0.98500, 0.95833, 0.93000,
 32, 0.00486, 0.99899, 0.98100, 0, 1.00000, 0.99833, 0.98667, 0.96667, 0.95333,
 33, 0.00301, 0.99899, 0.97200, 0, 1.00000, 1.00000, 0.98833, 0.95500, 0.91667,
 34, 0.00352, 0.99932, 0.97267, 0, 1.00000, 0.99833, 0.96667, 0.95167, 0.94667,
 35, 0.00422, 0.99882, 0.96000, 0, 1.00000, 0.99667, 0.97167, 0.95333, 0.87833,
 36, 0.00422, 0.99882, 0.97433, 0, 1.00000, 1.00000, 0.99000, 0.96167, 0.92000,
