epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best
  0, 0.00728, 0.99833, 0.98333, 0.02041, 1,
  1, 0.06416, 0.98420, 0.20733, 0.00000, 0,
  2, 0.03541, 0.98978, 0.90400, 0.02041, 0,
  3, 0.01739, 0.99610, 0.19633, 0.00000, 0,
  4, 0.02830, 0.99275, 0.98233, 0.02041, 0,
  5, 0.02654, 0.99368, 0.96700, 0.02041, 0,
  6, 0.02862, 0.99275, 0.20000, 1.00000, 0,
  7, 0.02555, 0.99350, 0.98467, 0.02041, 1,
  8, 0.01781, 0.99628, 0.90300, 0.02041, 0,
  9, 0.01860, 0.99591, 0.97800, 0.02041, 0,
 10, 0.01558, 0.99591, 0.98200, 0.00000, 0,
 11, 0.01760, 0.99461, 0.98033, 0.00000, 0,
 12, 0.01076, 0.99703, 0.57067, 0.00000, 0,
 13, 0.01162, 0.99721, 0.97833, 0.02041, 0,
 14, 0.01809, 0.99517, 0.98400, 0.02041, 0,
 15, 0.00994, 0.99777, 0.96033, 0.02041, 0,
 16, 0.00979, 0.99777, 0.98467, 0.02041, 0,
 17, 0.00752, 0.99851, 0.97333, 0.02041, 0,
 18, 0.01073, 0.99721, 0.98467, 0.02041, 0,
 19, 0.00864, 0.99758, 0.20000, 1.00000, 0,
 20, 0.01048, 0.99721, 0.98467, 0.02041, 0,
 21, 0.00857, 0.99740, 0.97567, 0.02041, 0,
 22, 0.01091, 0.99758, 0.98400, 0.02041, 0,
 23, 0.00742, 0.99833, 0.98233, 0.02041, 0,
 24, 0.00651, 0.99851, 0.98400, 0.02041, 0,
 25, 0.00569, 0.99888, 0.90500, 0.00000, 0,
 26, 0.00484, 0.99888, 0.96800, 0.02041, 0,
 27, 0.00642, 0.99833, 0.97833, 0.00000, 0,
 28, 0.00622, 0.99833, 0.98033, 0.02041, 0,
 29, 0.00627, 0.99851, 0.98633, 0.02041, 1,
 30, 0.00468, 0.99907, 0.98633, 0.02041, 0,
 31, 0.00521, 0.99870, 0.98400, 0.02041, 0,
 32, 0.00397, 0.99888, 0.98167, 0.02041, 0,
 33, 0.00519, 0.99870, 0.98400, 0.02041, 0,
 34, 0.00537, 0.99870, 0.98067, 0.02041, 0,
 35, 0.00430, 0.99888, 0.98267, 0.02041, 0,
 36, 0.00659, 0.99851, 0.20000, 1.00000, 0,
 37, 0.00343, 0.99907, 0.98467, 0.02041, 0,
 38, 0.00380, 0.99907, 0.98333, 0.00000, 0,
 39, 0.00323, 0.99963, 0.98133, 0.02041, 0,
 40, 0.00374, 0.99926, 0.98167, 0.02041, 0,
 41, 0.00467, 0.99888, 0.97733, 0.02041, 0,
 42, 0.00385, 0.99888, 0.97767, 0.02041, 0,
 43, 0.00500, 0.99870, 0.98233, 0.02041, 0,
 44, 0.00322, 0.99963, 0.98267, 0.02041, 0,
 45, 0.00431, 0.99888, 0.97967, 0.02041, 0,
 46, 0.00257, 0.99944, 0.20000, 1.00000, 0,
 47, 0.00303, 0.99907, 0.97833, 0.02041, 0,
 48, 0.00326, 0.99926, 0.98200, 0.02041, 0,
 49, 0.00279, 0.99963, 0.98133, 0.02041, 0,
