epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best
  0, 0.00544, 0.99851, 0.97900, 0.02041, 1,
  1, 0.08675, 0.97359, 0.20033, 0.00000, 0,
  2, 0.03183, 0.99163, 0.97367, 0.02041, 0,
  3, 0.04039, 0.98791, 0.45600, 0.12245, 0,
  4, 0.03552, 0.98884, 0.97700, 0.00000, 0,
  5, 0.01872, 0.99479, 0.95800, 0.02041, 0,
  6, 0.03253, 0.99163, 0.96933, 0.02041, 0,
  7, 0.01952, 0.99349, 0.35833, 0.00000, 0,
  8, 0.02284, 0.99330, 0.98067, 0.02041, 1,
  9, 0.01398, 0.99665, 0.98200, 0.02041, 1,
 10, 0.00770, 0.99740, 0.98500, 0.00000, 1,
 11, 0.02507, 0.99442, 0.85067, 0.00000, 0,
 12, 0.01506, 0.99591, 0.97833, 0.02041, 0,
 13, 0.01256, 0.99702, 0.97300, 0.02041, 0,
 14, 0.00738, 0.99851, 0.98400, 0.02041, 0,
 15, 0.01199, 0.99609, 0.95100, 0.02041, 0,
 16, 0.00588, 0.99833, 0.98600, 0.02041, 1,
 17, 0.01265, 0.99665, 0.57167, 0.00000, 0,
 18, 0.00660, 0.99833, 0.20000, 0.00000, 0,
 19, 0.00476, 0.99888, 0.20000, 0.00000, 0,
 20, 0.00624, 0.99833, 0.97767, 0.02041, 0,
 21, 0.00619, 0.99833, 0.97967, 0.02041, 0,
 22, 0.00541, 0.99851, 0.98533, 0.02041, 0,
 23, 0.00664, 0.99833, 0.98267, 0.02041, 0,
 24, 0.00543, 0.99870, 0.97867, 0.02041, 0,
 25, 0.00518, 0.99833, 0.98300, 0.02041, 0,
 26, 0.00499, 0.99833, 0.97800, 0.02041, 0,
 27, 0.00450, 0.99888, 0.98467, 0.02041, 0,
 28, 0.00445, 0.99926, 0.98133, 0.02041, 0,
 29, 0.00348, 0.99907, 0.98233, 0.02041, 0,
 30, 0.00367, 0.99907, 0.98333, 0.02041, 0,
 31, 0.00453, 0.99888, 0.98533, 0.02041, 0,
 32, 0.00396, 0.99888, 0.97733, 0.02041, 0,
 33, 0.00330, 0.99888, 0.20000, 0.00000, 0,
 34, 0.00297, 0.99907, 0.98067, 0.02041, 0,
 35, 0.00337, 0.99907, 0.98567, 0.02041, 0,
 36, 0.00458, 0.99833, 0.98367, 0.02041, 0,
 37, 0.00313, 0.99888, 0.98267, 0.02041, 0,
 38, 0.00325, 0.99926, 0.20000, 0.00000, 0,
 39, 0.00323, 0.99907, 0.98367, 0.02041, 0,
 40, 0.00300, 0.99926, 0.98333, 0.02041, 0,
 41, 0.00280, 0.99870, 0.98100, 0.02041, 0,
 42, 0.00293, 0.99944, 0.97900, 0.02041, 0,
 43, 0.00221, 0.99926, 0.98200, 0.02041, 0,
 44, 0.00185, 0.99963, 0.98433, 0.02041, 0,
 45, 0.00271, 0.99926, 0.98233, 0.02041, 0,
 46, 0.00316, 0.99907, 0.98300, 0.02041, 0,
 47, 0.00240, 0.99926, 0.98367, 0.02041, 0,
 48, 0.00247, 0.99907, 0.98467, 0.02041, 0,
 49, 0.00231, 0.99926, 0.98300, 0.02041, 0,
