epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best
  0, 0.02614, 0.99348, 0.24933, 0.00000, 1,
  1, 0.07798, 0.97636, 0.90933, 0.00000, 1,
  2, 0.05252, 0.98846, 0.20000, 0.00000, 0,
  3, 0.04351, 0.98902, 0.95400, 0.02041, 1,
  4, 0.04222, 0.98809, 0.97533, 0.00000, 1,
  5, 0.03778, 0.98827, 0.97600, 0.02041, 1,
  6, 0.02671, 0.99237, 0.97967, 0.02041, 1,
  7, 0.04829, 0.98474, 0.20000, 0.00000, 0,
  8, 0.02776, 0.99460, 0.93633, 0.00000, 0,
  9, 0.01821, 0.99479, 0.98067, 0.02041, 1,
 10, 0.02876, 0.99330, 0.97933, 0.02041, 0,
 11, 0.02067, 0.99442, 0.98067, 0.02041, 0,
 12, 0.01932, 0.99572, 0.98267, 0.00000, 1,
 13, 0.01041, 0.99795, 0.20967, 0.00000, 0,
 14, 0.02214, 0.99442, 0.98033, 0.00000, 0,
 15, 0.01168, 0.99702, 0.20000, 0.00000, 0,
 16, 0.01349, 0.99684, 0.98433, 0.02041, 1,
 17, 0.01682, 0.99572, 0.98200, 0.02041, 0,
 18, 0.00800, 0.99832, 0.98767, 0.02041, 1,
 19, 0.00711, 0.99851, 0.98333, 0.02041, 0,
 20, 0.01021, 0.99814, 0.98033, 0.02041, 0,
 21, 0.00713, 0.99832, 0.98167, 0.00000, 0,
 22, 0.01253, 0.99590, 0.89867, 0.00000, 0,
 23, 0.00609, 0.99888, 0.97633, 0.02041, 0,
 24, 0.00485, 0.99907, 0.97400, 0.02041, 0,
 25, 0.00710, 0.99832, 0.97567, 0.02041, 0,
 26, 0.00501, 0.99888, 0.97133, 0.02041, 0,
 27, 0.00516, 0.99907, 0.97933, 0.02041, 0,
 28, 0.00700, 0.99851, 0.98300, 0.02041, 0,
 29, 0.00566, 0.99814, 0.98067, 0.02041, 0,
 30, 0.00541, 0.99832, 0.20000, 0.00000, 0,
 31, 0.00409, 0.99907, 0.20000, 0.00000, 0,
 32, 0.00699, 0.99814, 0.97600, 0.02041, 0,
 33, 0.00485, 0.99870, 0.96500, 0.02041, 0,
 34, 0.00498, 0.99870, 0.97700, 0.02041, 0,
 35, 0.00469, 0.99870, 0.97667, 0.02041, 0,
 36, 0.00389, 0.99888, 0.97900, 0.02041, 0,
 37, 0.00362, 0.99926, 0.97433, 0.02041, 0,
 38, 0.00346, 0.99907, 0.96433, 0.02041, 0,
 39, 0.00378, 0.99888, 0.96900, 0.02041, 0,
 40, 0.00259, 0.99926, 0.20000, 0.00000, 0,
 41, 0.00307, 0.99926, 0.97567, 0.02041, 0,
 42, 0.00403, 0.99888, 0.98100, 0.02041, 0,
 43, 0.00523, 0.99851, 0.97767, 0.02041, 0,
 44, 0.00346, 0.99888, 0.97833, 0.02041, 0,
 45, 0.00304, 0.99907, 0.97700, 0.02041, 0,
 46, 0.00319, 0.99926, 0.97167, 0.02041, 0,
 47, 0.00308, 0.99907, 0.98400, 0.02041, 0,
 48, 0.00322, 0.99907, 0.98367, 0.02041, 0,
 49, 0.00318, 0.99907, 0.98300, 0.02041, 0,
