epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best,
  0, 0.00622, 0.99870, 0.98467, 0.02041, 1,
  1, 0.11517, 0.96428, 0.95033, 0.02041, 0,
  2, 0.05210, 0.98474, 0.97967, 0.02041, 0,
  3, 0.03613, 0.98977, 0.98433, 0.02041, 0,
  4, 0.02760, 0.99256, 0.20000, 0.00000, 0,
  5, 0.03706, 0.98977, 0.20000, 0.00000, 0,
  6, 0.01840, 0.99591, 0.94667, 0.02041, 0,
  7, 0.02678, 0.99312, 0.26533, 0.00000, 0,
  8, 0.02454, 0.99330, 0.97233, 0.00000, 0,
  9, 0.02186, 0.99405, 0.75600, 0.00000, 0,
 10, 0.01454, 0.99609, 0.98367, 0.02041, 0,
 11, 0.01688, 0.99460, 0.98500, 0.02041, 1,
 12, 0.00888, 0.99814, 0.98500, 0.02041, 0,
 13, 0.01803, 0.99516, 0.98233, 0.00000, 0,
 14, 0.00926, 0.99702, 0.97133, 0.02041, 0,
 15, 0.01074, 0.99647, 0.98333, 0.02041, 0,
 16, 0.00716, 0.99851, 0.98200, 0.02041, 0,
 17, 0.01036, 0.99758, 0.97600, 0.02041, 0,
 18, 0.00755, 0.99851, 0.97633, 0.02041, 0,
 19, 0.00987, 0.99758, 0.97700, 0.02041, 0,
 20, 0.00919, 0.99833, 0.98233, 0.02041, 0,
 21, 0.00376, 0.99926, 0.97633, 0.02041, 0,
 22, 0.00784, 0.99795, 0.98100, 0.02041, 0,
 23, 0.00899, 0.99758, 0.20000, 0.00000, 0,
 24, 0.00595, 0.99870, 0.98300, 0.02041, 0,
 25, 0.00400, 0.99851, 0.98267, 0.02041, 0,
 26, 0.00871, 0.99758, 0.98400, 0.02041, 0,
 27, 0.00616, 0.99851, 0.97900, 0.02041, 0,
 28, 0.00366, 0.99907, 0.98700, 0.02041, 1,
 29, 0.00456, 0.99907, 0.96133, 0.02041, 0,
 30, 0.00543, 0.99870, 0.98133, 0.02041, 0,
 31, 0.00497, 0.99888, 0.97967, 0.02041, 0,
 32, 0.00393, 0.99888, 0.97933, 0.02041, 0,
 33, 0.00524, 0.99870, 0.22600, 0.00000, 0,
 34, 0.00366, 0.99907, 0.97867, 0.02041, 0,
 35, 0.00405, 0.99870, 0.98333, 0.02041, 0,
 36, 0.00390, 0.99888, 0.97800, 0.02041, 0,
 37, 0.00371, 0.99851, 0.97567, 0.02041, 0,
 38, 0.00487, 0.99870, 0.97900, 0.02041, 0,
 39, 0.00345, 0.99888, 0.98033, 0.02041, 0,
 40, 0.00352, 0.99907, 0.98200, 0.02041, 0,
 41, 0.00302, 0.99907, 0.20000, 0.00000, 0,
 42, 0.00251, 0.99870, 0.98533, 0.02041, 0,
 43, 0.00302, 0.99926, 0.98133, 0.02041, 0,
 44, 0.00319, 0.99907, 0.97733, 0.02041, 0,
 45, 0.00339, 0.99870, 0.98067, 0.02041, 0,
 46, 0.00250, 0.99907, 0.22733, 0.00000, 0,
 47, 0.00155, 0.99981, 0.97833, 0.02041, 0,
 48, 0.00223, 0.99963, 0.97833, 0.02041, 0,
 49, 0.00290, 0.99907, 0.98300, 0.02041, 0,
