epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best,
  0, 0.00644, 0.99851, 0.97900, 0.02041, 1,
  1, 0.04900, 0.98515, 0.20000, 1.00000, 0,
  2, 0.03223, 0.99072, 0.98100, 0.02041, 1,
  3, 0.02343, 0.99387, 0.72833, 0.00000, 0,
  4, 0.03135, 0.99146, 0.98433, 0.00000, 1,
  5, 0.02023, 0.99462, 0.97967, 0.02041, 0,
  6, 0.02372, 0.99295, 0.97633, 0.02041, 0,
  7, 0.01508, 0.99517, 0.98133, 0.02041, 0,
  8, 0.01206, 0.99684, 0.98167, 0.02041, 0,
  9, 0.01292, 0.99610, 0.97900, 0.02041, 0,
 10, 0.01210, 0.99703, 0.98600, 0.02041, 1,
 11, 0.01311, 0.99666, 0.96733, 0.02041, 0,
 12, 0.01002, 0.99833, 0.98500, 0.02041, 0,
 13, 0.00793, 0.99814, 0.98233, 0.02041, 0,
 14, 0.01047, 0.99759, 0.97367, 0.02041, 0,
 15, 0.01122, 0.99684, 0.98333, 0.00000, 0,
 16, 0.00702, 0.99777, 0.98433, 0.02041, 0,
 17, 0.00640, 0.99851, 0.97500, 0.02041, 0,
 18, 0.00746, 0.99759, 0.75567, 0.00000, 0,
 19, 0.00446, 0.99870, 0.98233, 0.02041, 0,
 20, 0.00809, 0.99851, 0.98500, 0.02041, 0,
 21, 0.00465, 0.99889, 0.95300, 0.02041, 0,
 22, 0.00503, 0.99870, 0.98433, 0.02041, 0,
 23, 0.00545, 0.99851, 0.97700, 0.02041, 0,
 24, 0.00513, 0.99870, 0.98500, 0.02041, 0,
 25, 0.00384, 0.99907, 0.98067, 0.02041, 0,
 26, 0.00530, 0.99889, 0.93100, 0.00000, 0,
 27, 0.00438, 0.99870, 0.98533, 0.02041, 0,
 28, 0.00515, 0.99851, 0.97700, 0.02041, 0,
 29, 0.00557, 0.99870, 0.98500, 0.02041, 0,
 30, 0.00258, 0.99889, 0.20000, 1.00000, 0,
 31, 0.00388, 0.99870, 0.97933, 0.02041, 0,
 32, 0.00196, 0.99944, 0.98400, 0.02041, 0,
 33, 0.00322, 0.99889, 0.97900, 0.02041, 0,
 34, 0.00365, 0.99889, 0.98333, 0.02041, 0,
 35, 0.00213, 0.99926, 0.98433, 0.02041, 0,
 36, 0.00346, 0.99889, 0.98167, 0.02041, 0,
 37, 0.00182, 0.99944, 0.98167, 0.02041, 0,
 38, 0.00257, 0.99907, 0.97867, 0.02041, 0,
 39, 0.00204, 0.99926, 0.98000, 0.02041, 0,
 40, 0.00250, 0.99926, 0.98333, 0.02041, 0,
 41, 0.00298, 0.99889, 0.97833, 0.02041, 0,
 42, 0.00281, 0.99889, 0.98300, 0.02041, 0,
 43, 0.00180, 0.99944, 0.98233, 0.02041, 0,
 44, 0.00222, 0.99907, 0.97567, 0.02041, 0,
 45, 0.00344, 0.99926, 0.98533, 0.02041, 0,
 46, 0.00164, 0.99926, 0.97867, 0.02041, 0,
 47, 0.00189, 0.99944, 0.97500, 0.02041, 0,
 48, 0.00257, 0.99907, 0.97767, 0.02041, 0,
 49, 0.00283, 0.99889, 0.20000, 1.00000, 0,
