epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.07200, 0.98136, 0.93533, 1, 1.00000, 0.99833, 0.99000, 0.86500, 0.82333,
  1, 0.22175, 0.92985, 0.44500, 0, 0.00000, 0.32500, 0.68000, 0.22500, 0.99500,
  2, 0.12534, 0.96031, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  3, 0.10604, 0.96769, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  4, 0.13720, 0.95939, 0.96967, 1, 1.00000, 1.00000, 0.99333, 0.94000, 0.91500,
  5, 0.08732, 0.97508, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  6, 0.08695, 0.97748, 0.43667, 0, 0.88000, 0.24333, 0.02167, 0.04000, 0.99833,
  7, 0.06411, 0.98375, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  8, 0.06876, 0.98320, 0.64967, 0, 0.20333, 0.45833, 0.77833, 0.85000, 0.95833,
  9, 0.05896, 0.98394, 0.98367, 1, 1.00000, 0.99500, 0.98167, 0.95500, 0.98667,
 10, 0.04640, 0.98911, 0.98967, 1, 1.00000, 0.99833, 0.99833, 0.97167, 0.98000,
 11, 0.06512, 0.98375, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 12, 0.04583, 0.98892, 0.97000, 0, 1.00000, 0.99833, 0.99000, 0.95667, 0.90500,
 13, 0.03986, 0.99169, 0.95633, 0, 0.96500, 0.93667, 0.98333, 0.94833, 0.94833,
 14, 0.04223, 0.98948, 0.98933, 0, 1.00000, 1.00000, 0.99833, 0.96333, 0.98500,
 15, 0.04038, 0.98892, 0.56933, 0, 1.00000, 0.99833, 0.79000, 0.05333, 0.00500,
 16, 0.03180, 0.99335, 0.97567, 0, 0.99667, 0.98667, 0.95833, 0.95000, 0.98667,
 17, 0.02162, 0.99594, 0.97733, 0, 0.99667, 0.97500, 0.99500, 0.96333, 0.95667,
 18, 0.01830, 0.99668, 0.97100, 0, 1.00000, 1.00000, 0.99333, 0.97667, 0.88500,
 19, 0.03019, 0.99335, 0.98333, 0, 0.99833, 0.98833, 0.99833, 0.97500, 0.95667,
 20, 0.01868, 0.99649, 0.98867, 0, 1.00000, 0.99667, 0.99833, 0.97833, 0.97000,
 21, 0.01664, 0.99649, 0.98767, 0, 1.00000, 1.00000, 0.99833, 0.97333, 0.96667,
 22, 0.01701, 0.99686, 0.98300, 0, 1.00000, 1.00000, 0.99667, 0.97167, 0.94667,
 23, 0.01608, 0.99649, 0.98467, 0, 1.00000, 1.00000, 0.99667, 0.97000, 0.95667,
 24, 0.01749, 0.99612, 0.98800, 0, 1.00000, 1.00000, 0.98833, 0.96667, 0.98500,
 25, 0.01620, 0.99631, 0.20567, 0, 0.00000, 0.00000, 0.00333, 0.02500, 1.00000,
 26, 0.01450, 0.99631, 0.20367, 0, 0.00000, 0.00000, 0.00167, 0.01667, 1.00000,
 27, 0.01417, 0.99723, 0.98333, 0, 1.00000, 1.00000, 0.99667, 0.97000, 0.95000,
 28, 0.01144, 0.99705, 0.97967, 0, 1.00000, 1.00000, 0.99833, 0.97500, 0.92500,
 29, 0.01219, 0.99668, 0.95267, 0, 0.98000, 0.93333, 0.97667, 0.95333, 0.92000,
 30, 0.01149, 0.99705, 0.99033, 1, 1.00000, 1.00000, 0.99833, 0.97667, 0.97667,
 31, 0.00990, 0.99705, 0.98300, 0, 1.00000, 1.00000, 1.00000, 0.97500, 0.94000,
 32, 0.01064, 0.99760, 0.96333, 0, 1.00000, 1.00000, 0.99167, 0.95333, 0.87167,
 33, 0.01005, 0.99686, 0.96967, 0, 1.00000, 0.99833, 0.99333, 0.95000, 0.90667,
 34, 0.00901, 0.99723, 0.98767, 0, 1.00000, 0.99833, 0.99167, 0.96333, 0.98500,
 35, 0.00835, 0.99742, 0.98333, 0, 1.00000, 1.00000, 1.00000, 0.97500, 0.94167,
 36, 0.00668, 0.99815, 0.98200, 0, 1.00000, 1.00000, 0.99667, 0.97167, 0.94167,
 37, 0.00566, 0.99834, 0.98933, 0, 1.00000, 1.00000, 0.99833, 0.97333, 0.97500,
 38, 0.00598, 0.99815, 0.97867, 0, 1.00000, 1.00000, 1.00000, 0.97333, 0.92000,
 39, 0.00576, 0.99834, 0.94267, 0, 0.97167, 0.92167, 0.92000, 0.96167, 0.93833,
 40, 0.00463, 0.99852, 0.93867, 0, 1.00000, 0.99833, 0.99167, 0.94833, 0.75500,
 41, 0.00447, 0.99852, 0.98500, 0, 1.00000, 1.00000, 1.00000, 0.97500, 0.95000,
 42, 0.00391, 0.99871, 0.99000, 0, 1.00000, 1.00000, 0.99500, 0.97667, 0.97833,
 43, 0.00398, 0.99871, 0.98933, 0, 1.00000, 1.00000, 0.99667, 0.97333, 0.97667,
 44, 0.00375, 0.99871, 0.89267, 0, 1.00000, 1.00000, 0.99167, 0.95167, 0.52000,
 45, 0.00405, 0.99889, 0.95500, 0, 0.98000, 0.92167, 0.94833, 0.96833, 0.95667,
 46, 0.00355, 0.99926, 0.96933, 0, 0.99833, 0.98833, 0.99667, 0.96833, 0.89500,
 47, 0.00320, 0.99908, 0.98967, 0, 1.00000, 1.00000, 0.99500, 0.97500, 0.97833,
 48, 0.00317, 0.99945, 0.98667, 0, 1.00000, 1.00000, 0.99333, 0.97500, 0.96500,
 49, 0.00283, 0.99926, 0.98533, 0, 1.00000, 1.00000, 0.99667, 0.97333, 0.95667,
 50, 0.00262, 0.99982, 0.96433, 0, 1.00000, 0.99833, 0.99167, 0.95333, 0.87833,
 51, 0.00268, 0.99963, 0.98833, 0, 1.00000, 1.00000, 0.99167, 0.97333, 0.97667,
 52, 0.00255, 0.99982, 0.98733, 0, 1.00000, 1.00000, 0.99833, 0.97333, 0.96500,
 53, 0.00236, 0.99982, 0.96633, 0, 1.00000, 1.00000, 0.99167, 0.95500, 0.88500,
 54, 0.00230, 0.99982, 0.98233, 0, 1.00000, 1.00000, 0.99667, 0.97000, 0.94500,
 55, 0.00213, 1.00000, 0.98533, 0, 1.00000, 1.00000, 0.99667, 0.97167, 0.95833,
 56, 0.00203, 1.00000, 0.98800, 0, 1.00000, 1.00000, 0.99500, 0.97167, 0.97333,
