process_num, iter_num, probability
17, 17, 0.9998205304145813,
15, 15, 0.9998970031738281,
0, 0, 0.9997894167900085,
1, 1, 0.9995261430740356,
24, 24, 0.9999055862426758,
14, 14, 0.9997910857200623,
11, 11, 0.9998888969421387,
18, 18, 0.9985633492469788,
26, 26, 0.9999083280563354,
8, 8, 0.9996845722198486,
23, 23, 0.999703586101532,
29, 29, 0.9998928308486938,
16, 16, 0.9992769360542297,
4, 4, 0.9999040365219116,
19, 19, 0.9998841285705566,
22, 22, 0.9991083741188049,
3, 3, 0.9998823404312134,
25, 25, 0.9998745918273926,
2, 2, 0.9999126195907593,
9, 9, 0.9996805191040039,
20, 20, 0.9998767375946045,
21, 21, 0.9953516721725464,
28, 28, 0.9998701810836792,
6, 6, 0.9998842477798462,
13, 13, 0.9999250173568726,
5, 5, 0.9998987913131714,
10, 10, 0.9998877048492432,
27, 27, 0.9998282194137573,
7, 7, 0.999295711517334,
12, 12, 0.9998801946640015,
35, 35, 0.9997290968894958,
59, 59, 0.9998831748962402,
39, 39, 0.9999048709869385,
50, 50, 0.9998094439506531,
57, 57, 0.9999098777770996,
46, 46, 0.9996930360794067,
30, 30, 0.9996016621589661,
36, 36, 0.997560977935791,
51, 51, 0.9998898506164551,
32, 32, 0.9998630285263062,
31, 31, 0.999835729598999,
44, 44, 0.9998476505279541,
49, 49, 0.9997608065605164,
45, 45, 0.9996811151504517,
48, 48, 0.9994773268699646,
52, 52, 0.9999179840087891,
34, 34, 0.9997949004173279,
54, 54, 0.9999136924743652,
41, 41, 0.9996620416641235,
37, 37, 0.9997790455818176,
55, 55, 0.9999005794525146,
40, 40, 0.9999033212661743,
53, 53, 0.999829888343811,
33, 33, 0.9996659755706787,
56, 56, 0.9997803568840027,
43, 43, 0.9964974522590637,
47, 47, 0.9999101161956787,
42, 42, 0.9998288154602051,
38, 38, 0.9998170733451843,
58, 58, 0.9995962977409363,
62, 62, 0.9995100498199463,
81, 81, 0.9998824596405029,
61, 61, 0.9999008178710938,
83, 83, 0.9998430013656616,
63, 63, 0.9989474415779114,
72, 72, 0.9998502731323242,
76, 76, 0.9998999834060669,
77, 77, 0.9998881816864014,
65, 65, 0.9997180104255676,
78, 78, 0.9999051094055176,
87, 87, 0.9992306232452393,
66, 66, 0.9999120235443115,
86, 86, 0.9995220899581909,
67, 67, 0.9998610019683838,
80, 80, 0.9991005659103394,
64, 64, 0.999911904335022,
85, 85, 0.9997962117195129,
79, 79, 0.9998795986175537,
84, 84, 0.9997838139533997,
60, 60, 0.9996528625488281,
75, 75, 0.999895453453064,
68, 68, 0.9995829463005066,
73, 73, 0.999894380569458,
74, 74, 0.998877227306366,
70, 70, 0.9994831085205078,
82, 82, 0.9994950294494629,
88, 88, 0.9999159574508667,
71, 71, 0.999869704246521,
69, 69, 0.9994595646858215,
89, 89, 0.9998857975006104,
90, 90, 0.999854326248169,
100, 100, 0.9990715980529785,
92, 92, 0.9997356534004211,
117, 117, 0.9998492002487183,
115, 115, 0.9969402551651001,
114, 114, 0.9995154142379761,
93, 93, 0.9998161196708679,
111, 111, 0.9992169141769409,
103, 103, 0.9998754262924194,
107, 107, 0.9992237091064453,
102, 102, 0.9998716115951538,
106, 106, 0.9998931884765625,
101, 101, 0.9991632699966431,
97, 97, 0.9982789754867554,
108, 108, 0.9991681575775146,
98, 98, 0.9999101161956787,
118, 118, 0.9998226761817932,
110, 110, 0.9996473789215088,
94, 94, 0.9999077320098877,
96, 96, 0.9992270469665527,
112, 112, 0.9998576641082764,
113, 113, 0.9998372793197632,
104, 104, 0.9999226331710815,
91, 91, 0.9998816251754761,
105, 105, 0.9996669292449951,
119, 119, 0.9998539686203003,
99, 99, 0.9998194575309753,
109, 109, 0.9998345375061035,
95, 95, 0.9985542893409729,
116, 116, 0.9939794540405273,
122, 122, 0.9999061822891235,
147, 147, 0.9998207688331604,
120, 120, 0.9997531771659851,
143, 143, 0.9993318915367126,
128, 128, 0.9999179840087891,
145, 145, 0.9997342228889465,
142, 142, 0.9998764991760254,
129, 129, 0.999477207660675,
136, 136, 0.999255359172821,
138, 138, 0.9998931884765625,
146, 146, 0.9997418522834778,
124, 124, 0.9997946619987488,
137, 137, 0.996402382850647,
130, 130, 0.9999157190322876,
123, 123, 0.9999103546142578,
134, 134, 0.999660849571228,
140, 140, 0.9972084164619446,
133, 133, 0.9998514652252197,
126, 126, 0.9998941421508789,
148, 148, 0.9998832941055298,
149, 149, 0.9993733763694763,
127, 127, 0.9995539784431458,
131, 131, 0.9997904896736145,
135, 135, 0.9997490048408508,
141, 141, 0.9995670914649963,
144, 144, 0.9994592070579529,
139, 139, 0.9998145699501038,
125, 125, 0.9999055862426758,
132, 132, 0.9998190999031067,
121, 121, 0.9998881816864014,
153, 153, 0.9999035596847534,
152, 152, 0.9997532963752747,
171, 171, 0.9995607733726501,
176, 176, 0.9998083710670471,
177, 177, 0.9998058676719666,
150, 150, 0.9993027448654175,
174, 174, 0.9983377456665039,
158, 158, 0.9996956586837769,
175, 175, 0.9996459484100342,
164, 164, 0.9996465444564819,
160, 160, 0.9995563626289368,
165, 165, 0.9998536109924316,
168, 168, 0.9998871088027954,
162, 162, 0.999869704246521,
163, 163, 0.999751627445221,
159, 159, 0.9998329877853394,
155, 155, 0.9997130036354065,
151, 151, 0.9994161128997803,
179, 179, 0.9982985854148865,
157, 157, 0.998103141784668,
161, 161, 0.9999098777770996,
154, 154, 0.9999116659164429,
166, 166, 0.9995427131652832,
167, 167, 0.9989131689071655,
156, 156, 0.999871015548706,
170, 170, 0.9998815059661865,
173, 173, 0.9999065399169922,
172, 172, 0.9993658661842346,
169, 169, 0.9998314380645752,
178, 178, 0.9982089996337891,
205, 205, 0.9956874251365662,
202, 202, 0.9998998641967773,
197, 197, 0.9999059438705444,
186, 186, 0.9999082088470459,
199, 199, 0.9994099140167236,
190, 190, 0.9998718500137329,
185, 185, 0.9994860887527466,
184, 184, 0.9997047781944275,
200, 200, 0.9997081160545349,
204, 204, 0.9997130036354065,
207, 207, 0.999805748462677,
209, 209, 0.9999070167541504,
181, 181, 0.9998891353607178,
206, 206, 0.9998084902763367,
203, 203, 0.9991201758384705,
189, 189, 0.9995356798171997,
198, 198, 0.9997275471687317,
183, 183, 0.9996384382247925,
201, 201, 0.9989625215530396,
208, 208, 0.9997695088386536,
180, 180, 0.9998505115509033,
193, 193, 0.999908447265625,
187, 187, 0.9998024106025696,
195, 195, 0.9998873472213745,
182, 182, 0.9993290901184082,
192, 192, 0.999812662601471,
194, 194, 0.9998836517333984,
196, 196, 0.999692440032959,
188, 188, 0.9998754262924194,
191, 191, 0.9998824596405029,
239, 239, 0.9997559189796448,
221, 221, 0.9997817873954773,
231, 231, 0.9980109333992004,
212, 212, 0.9997583031654358,
217, 217, 0.9995808005332947,
237, 237, 0.9998575448989868,
233, 233, 0.9998776912689209,
216, 216, 0.9999184608459473,
228, 228, 0.999735414981842,
226, 226, 0.9997943043708801,
227, 227, 0.9990342855453491,
223, 223, 0.9994438290596008,
229, 229, 0.9985817670822144,
222, 222, 0.999843955039978,
210, 210, 0.9998856782913208,
238, 238, 0.9998507499694824,
211, 211, 0.999362051486969,
218, 218, 0.9999043941497803,
214, 214, 0.9998051524162292,
230, 230, 0.9993246793746948,
219, 219, 0.9997778534889221,
236, 236, 0.999868631362915,
234, 234, 0.9998970031738281,
225, 225, 0.9994545578956604,
224, 224, 0.9997768998146057,
213, 213, 0.9992751479148865,
215, 215, 0.9997246861457825,
235, 235, 0.9998503923416138,
232, 232, 0.999903678894043,
220, 220, 0.9998937845230103,
265, 265, 0.9997811913490295,
257, 257, 0.9999114274978638,
240, 240, 0.9998316764831543,
248, 248, 0.9990283250808716,
250, 250, 0.9997938275337219,
262, 262, 0.9987971782684326,
269, 269, 0.9998018145561218,
267, 267, 0.9991214871406555,
243, 243, 0.9991033673286438,
251, 251, 0.999313473701477,
244, 244, 0.9997528195381165,
246, 246, 0.9998455047607422,
247, 247, 0.9998549222946167,
256, 256, 0.9997958540916443,
242, 242, 0.9998515844345093,
253, 253, 0.9998488426208496,
264, 264, 0.9998879432678223,
263, 263, 0.9998255372047424,
268, 268, 0.9998779296875,
252, 252, 0.9988058805465698,
259, 259, 0.999896764755249,
255, 255, 0.999492883682251,
266, 266, 0.9997075200080872,
241, 241, 0.9997491240501404,
260, 260, 0.9999029636383057,
258, 258, 0.9980610013008118,
245, 245, 0.9999023675918579,
249, 249, 0.9999192953109741,
261, 261, 0.999809205532074,
254, 254, 0.9999140501022339,
296, 296, 0.999846339225769,
299, 299, 0.9998155236244202,
270, 270, 0.9999053478240967,
272, 272, 0.9998241066932678,
283, 283, 0.9999105930328369,
287, 287, 0.9998942613601685,
274, 274, 0.9998346567153931,
281, 281, 0.9998794794082642,
277, 277, 0.9995782971382141,
295, 295, 0.999643087387085,
294, 294, 0.9998168349266052,
297, 297, 0.9998335838317871,
298, 298, 0.9998811483383179,
292, 292, 0.9996113181114197,
273, 273, 0.9999144077301025,
276, 276, 0.9998881816864014,
286, 286, 0.99968421459198,
284, 284, 0.9995625615119934,
278, 278, 0.9998384714126587,
279, 279, 0.999902606010437,
288, 288, 0.9998775720596313,
289, 289, 0.999904990196228,
271, 271, 0.999908447265625,
290, 290, 0.9997089505195618,
275, 275, 0.9991592168807983,
291, 291, 0.9998984336853027,
293, 293, 0.9976244568824768,
285, 285, 0.9998162388801575,
280, 280, 0.9996416568756104,
282, 282, 0.9998753070831299,
308, 308, 0.9998985528945923,
317, 317, 0.9998987913131714,
329, 329, 0.9998663663864136,
322, 322, 0.9997218251228333,
310, 310, 0.9994774460792542,
305, 305, 0.999811589717865,
303, 303, 0.9999144077301025,
324, 324, 0.9998475313186646,
328, 328, 0.9988844990730286,
304, 304, 0.9956085085868835,
326, 326, 0.9992153644561768,
321, 321, 0.9994658827781677,
300, 300, 0.9998904466629028,
323, 323, 0.9993546605110168,
306, 306, 0.9998674392700195,
301, 301, 0.9991686344146729,
313, 313, 0.9995887875556946,
307, 307, 0.9995757937431335,
325, 325, 0.9998327493667603,
309, 309, 0.9999011754989624,
319, 319, 0.9998685121536255,
315, 315, 0.9998815059661865,
316, 316, 0.9998784065246582,
320, 320, 0.9998562335968018,
311, 311, 0.9998948574066162,
327, 327, 0.9938077330589294,
312, 312, 0.9997397065162659,
302, 302, 0.9998518228530884,
314, 314, 0.9997681975364685,
318, 318, 0.9998051524162292,
338, 338, 0.9995548129081726,
336, 336, 0.5644963979721069,
331, 331, 0.9998910427093506,
340, 340, 0.9996699094772339,
347, 347, 0.9993709921836853,
345, 345, 0.9999111890792847,
332, 332, 0.99922776222229,
357, 357, 0.9998575448989868,
356, 356, 0.9998558759689331,
349, 349, 0.9998607635498047,
353, 353, 0.9992817044258118,
333, 333, 0.9998717308044434,
351, 351, 0.9998472929000854,
359, 359, 0.9998798370361328,
350, 350, 0.9998977184295654,
355, 355, 0.9995168447494507,
330, 330, 0.9995678067207336,
344, 344, 0.9997069239616394,
358, 358, 0.9996633529663086,
342, 342, 0.9998576641082764,
339, 339, 0.9998817443847656,
341, 341, 0.9998849630355835,
334, 334, 0.9998273253440857,
346, 346, 0.9996222257614136,
337, 337, 0.999504804611206,
354, 354, 0.9995492100715637,
335, 335, 0.9998816251754761,
352, 352, 0.9998847246170044,
343, 343, 0.9999163150787354,
348, 348, 0.9999184608459473,
374, 374, 0.9967531561851501,
362, 362, 0.9990406632423401,
