process_num, iter_num, probability
1, 1, 0.9996644258499146,
8, 8, 0.999832034111023,
4, 4, 0.9996218681335449,
6, 6, 0.9990071654319763,
3, 3, 0.9996159076690674,
11, 11, 0.9998276233673096,
12, 12, 0.9998745918273926,
0, 0, 0.9998507499694824,
7, 7, 0.9998685121536255,
9, 9, 0.9974648952484131,
5, 5, 0.9996799230575562,
2, 2, 0.9999009370803833,
10, 10, 0.9996076226234436,
38, 38, 0.999636173248291,
43, 43, 0.9998468160629272,
37, 37, 0.9979326725006104,
36, 36, 0.9998137354850769,
46, 46, 0.9992809891700745,
40, 40, 0.9998551607131958,
47, 47, 0.9997449517250061,
39, 39, 0.9996685981750488,
44, 44, 0.9980589747428894,
41, 41, 0.9997479319572449,
35, 35, 0.9997711777687073,
45, 45, 0.9997745156288147,
42, 42, 0.9988289475440979,
70, 70, 0.0007125927368178964,
82, 82, 0.9977255463600159,
71, 71, 0.9987327456474304,
72, 72, 0.9995567202568054,
81, 81, 0.9998757839202881,
76, 76, 0.9998787641525269,
73, 73, 0.9992813467979431,
75, 75, 0.9997642636299133,
77, 77, 0.9998000264167786,
78, 78, 0.9998830556869507,
79, 79, 0.999853253364563,
74, 74, 0.999588668346405,
80, 80, 0.9998525381088257,
117, 117, 0.9991859793663025,
114, 114, 0.9998562335968018,
116, 116, 0.9998979568481445,
112, 112, 0.9984277486801147,
105, 105, 0.9999078512191772,
107, 107, 0.9991243481636047,
110, 110, 0.9998743534088135,
108, 108, 0.996077835559845,
109, 109, 0.9998993873596191,
106, 106, 0.9998493194580078,
113, 113, 0.9996091723442078,
115, 115, 0.999872088432312,
111, 111, 0.9998711347579956,
143, 143, 0.9990496039390564,
142, 142, 0.9998987913131714,
140, 140, 0.9991651773452759,
150, 150, 0.9931156039237976,
151, 151, 0.9994356036186218,
144, 144, 0.9997444748878479,
145, 145, 0.9998248219490051,
141, 141, 0.9999046325683594,
146, 146, 0.99979168176651,
152, 152, 0.9998779296875,
148, 148, 0.9999048709869385,
147, 147, 0.9997891783714294,
149, 149, 0.9998608827590942,
177, 177, 0.9998124241828918,
178, 178, 0.9997499585151672,
185, 185, 0.9998376369476318,
181, 181, 0.9995062351226807,
182, 182, 0.9998499155044556,
175, 175, 0.9965386390686035,
183, 183, 0.9996973276138306,
184, 184, 0.9985277652740479,
186, 186, 0.9999018907546997,
180, 180, 0.9997616410255432,
187, 187, 0.9998677968978882,
179, 179, 0.9957265853881836,
176, 176, 0.9998093247413635,
213, 213, 0.9994051456451416,
210, 210, 0.9999114274978638,
222, 222, 0.9998791217803955,
214, 214, 0.9998252987861633,
211, 211, 0.9998871088027954,
220, 220, 0.9998979568481445,
212, 212, 0.9998244643211365,
217, 217, 0.999714195728302,
218, 218, 0.9993244409561157,
216, 216, 0.9993696808815002,
219, 219, 0.999306321144104,
215, 215, 0.999916672706604,
221, 221, 0.9997578263282776,
257, 257, 0.999901533126831,
256, 256, 0.9998990297317505,
248, 248, 0.9998772144317627,
247, 247, 0.9991980195045471,
