epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.01390, 0.99705, 0.97000, 1, 1.00000, 0.99333, 0.99333, 0.96333, 0.90000,
  1, 0.23147, 0.92265, 0.95467, 0, 1.00000, 0.99500, 0.97667, 0.90500, 0.89667,
  2, 0.13732, 0.95459, 0.91367, 0, 0.97167, 0.96000, 0.80167, 0.85500, 0.98000,
  3, 0.11854, 0.96308, 0.97667, 1, 1.00000, 0.99500, 0.98833, 0.95667, 0.94333,
  4, 0.10564, 0.97046, 0.95067, 0, 1.00000, 0.99667, 0.98667, 0.96333, 0.80667,
  5, 0.10523, 0.96622, 0.91400, 0, 1.00000, 0.99333, 0.89667, 0.92833, 0.75167,
  6, 0.08262, 0.97508, 0.96967, 0, 1.00000, 0.98833, 0.95667, 0.91500, 0.98833,
  7, 0.08791, 0.97305, 0.84100, 0, 0.99500, 0.83000, 0.82000, 0.56333, 0.99667,
  8, 0.06613, 0.97840, 0.82667, 0, 1.00000, 0.99667, 0.98000, 0.90500, 0.25167,
  9, 0.05729, 0.98136, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 10, 0.06068, 0.98117, 0.98367, 1, 1.00000, 0.99667, 0.98833, 0.96000, 0.97333,
 11, 0.04593, 0.98634, 0.98000, 0, 1.00000, 0.99000, 0.99833, 0.96167, 0.95000,
 12, 0.04989, 0.98505, 0.95567, 0, 1.00000, 0.99500, 0.99167, 0.96167, 0.83000,
 13, 0.04239, 0.98708, 0.95500, 0, 1.00000, 0.99833, 0.99000, 0.96500, 0.82167,
 14, 0.03360, 0.99059, 0.56367, 0, 0.90500, 0.51833, 0.27333, 0.12333, 0.99833,
 15, 0.03498, 0.98855, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 16, 0.03820, 0.98855, 0.97367, 0, 1.00000, 0.99667, 0.99167, 0.96667, 0.91333,
 17, 0.02142, 0.99465, 0.98133, 0, 1.00000, 0.99833, 0.98833, 0.95667, 0.96333,
 18, 0.02601, 0.99317, 0.97167, 0, 1.00000, 0.99667, 0.98333, 0.95833, 0.92000,
 19, 0.02854, 0.99151, 0.94733, 0, 1.00000, 0.99667, 0.94833, 0.92667, 0.86500,
 20, 0.01764, 0.99612, 0.97100, 0, 1.00000, 0.99833, 0.98667, 0.95833, 0.91167,
 21, 0.01994, 0.99446, 0.97767, 0, 1.00000, 0.99833, 0.98333, 0.92333, 0.98333,
 22, 0.02419, 0.99354, 0.98400, 1, 1.00000, 0.99500, 0.99667, 0.94333, 0.98500,
 23, 0.01507, 0.99594, 0.97200, 0, 1.00000, 0.99833, 0.98667, 0.96000, 0.91500,
 24, 0.01436, 0.99612, 0.98100, 0, 1.00000, 0.99500, 0.99000, 0.96833, 0.95167,
 25, 0.01441, 0.99594, 0.96733, 0, 1.00000, 0.99667, 0.97667, 0.94833, 0.91500,
 26, 0.01219, 0.99705, 0.94400, 0, 1.00000, 0.99667, 0.98667, 0.96167, 0.77500,
 27, 0.01096, 0.99742, 0.96867, 0, 1.00000, 0.98500, 0.96667, 0.94833, 0.94333,
 28, 0.01076, 0.99686, 0.97000, 0, 1.00000, 0.99833, 0.98667, 0.95667, 0.90833,
 29, 0.01054, 0.99631, 0.93867, 0, 1.00000, 0.98000, 0.97667, 0.89500, 0.84167,
 30, 0.01095, 0.99668, 0.97067, 0, 1.00000, 0.99667, 0.97833, 0.96167, 0.91667,
 31, 0.00799, 0.99797, 0.94467, 0, 1.00000, 0.99000, 0.97500, 0.94667, 0.81167,
 32, 0.00573, 0.99908, 0.95800, 0, 1.00000, 0.99500, 0.98667, 0.94833, 0.86000,
 33, 0.00913, 0.99815, 0.96667, 0, 1.00000, 0.99667, 0.98500, 0.95833, 0.89333,
 34, 0.00778, 0.99778, 0.95233, 0, 1.00000, 0.98500, 0.97000, 0.93167, 0.87500,
 35, 0.00579, 0.99834, 0.98167, 0, 1.00000, 0.99667, 0.99833, 0.95500, 0.95833,
 36, 0.00595, 0.99871, 0.95967, 0, 1.00000, 0.99833, 0.98333, 0.95500, 0.86167,
 37, 0.00676, 0.99797, 0.96167, 0, 1.00000, 0.99333, 0.97500, 0.92667, 0.91333,
 38, 0.00532, 0.99852, 0.94233, 0, 1.00000, 0.99500, 0.97833, 0.93167, 0.80667,
 39, 0.00673, 0.99797, 0.97000, 0, 1.00000, 0.99667, 0.98667, 0.96000, 0.90667,
 40, 0.00496, 0.99908, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 41, 0.00652, 0.99797, 0.94633, 0, 1.00000, 0.99333, 0.97833, 0.94333, 0.81667,
 42, 0.00344, 0.99908, 0.96000, 0, 1.00000, 0.99500, 0.97833, 0.95500, 0.87167,
 43, 0.00338, 0.99926, 0.96000, 0, 1.00000, 0.99500, 0.97833, 0.95333, 0.87333,
 44, 0.00354, 0.99926, 0.96200, 0, 1.00000, 0.99333, 0.98667, 0.95667, 0.87333,
 45, 0.00340, 0.99926, 0.95467, 0, 1.00000, 0.99500, 0.97833, 0.95167, 0.84833,
 46, 0.00313, 0.99926, 0.97100, 0, 1.00000, 0.99167, 0.98500, 0.96333, 0.91500,
 47, 0.00550, 0.99889, 0.94667, 0, 1.00000, 0.98000, 0.96000, 0.93167, 0.86167,
 48, 0.00393, 0.99908, 0.95233, 0, 1.00000, 0.99500, 0.98167, 0.94500, 0.84000,
 49, 0.00309, 0.99945, 0.96667, 0, 1.00000, 0.99500, 0.98167, 0.95500, 0.90167,
 50, 0.00392, 0.99852, 0.95667, 0, 1.00000, 0.99333, 0.97833, 0.95167, 0.86000,
 51, 0.00429, 0.99926, 0.97533, 0, 1.00000, 0.99667, 0.98667, 0.96167, 0.93167,
 52, 0.00301, 0.99908, 0.96667, 0, 1.00000, 0.99500, 0.98667, 0.95833, 0.89333,
 53, 0.00416, 0.99871, 0.95533, 0, 1.00000, 0.99333, 0.98000, 0.94500, 0.85833,
