process_num, iter_num, probability_1, probability_2, probability_3, probability_4, probability_5, is_correct, time,
00000, 00000, 0.000000, 0.000028, 0.999957, 0.000005, 0.000009, 1, 1584945053.5856218,
00003, 00003, 0.000000, 0.000040, 0.999942, 0.000006, 0.000012, 1, 1584945054.1176267,
00009, 00009, 0.000000, 0.000034, 0.999935, 0.000014, 0.000017, 1, 1584945055.4363248,
00015, 00015, 0.000000, 0.000034, 0.999942, 0.000010, 0.000014, 1, 1584945055.4832509,
00024, 00024, 0.000000, 0.000025, 0.999963, 0.000004, 0.000008, 1, 1584945055.566003,
00005, 00005, 0.000000, 0.000018, 0.999972, 0.000003, 0.000006, 1, 1584945055.7183647,
00010, 00010, 0.000081, 0.000997, 0.992197, 0.004543, 0.002182, 1, 1584945055.748117,
00002, 00002, 0.000001, 0.000105, 0.999777, 0.000057, 0.000059, 1, 1584945055.7901423,
00017, 00017, 0.000000, 0.000025, 0.999960, 0.000006, 0.000009, 1, 1584945055.9889479,
00021, 00021, 0.000002, 0.000115, 0.999734, 0.000076, 0.000073, 1, 1584945056.037346,
00006, 00006, 0.000000, 0.000044, 0.999914, 0.000019, 0.000022, 1, 1584945056.3706377,
00013, 00013, 0.000000, 0.000023, 0.999963, 0.000005, 0.000008, 1, 1584945056.4309883,
00012, 00012, 0.000000, 0.000023, 0.999965, 0.000005, 0.000008, 1, 1584945056.4653006,
00027, 00027, 0.000000, 0.000031, 0.999955, 0.000004, 0.000009, 1, 1584945056.6881704,
00018, 00018, 0.000000, 0.000028, 0.999956, 0.000006, 0.000010, 1, 1584945057.0358033,
00025, 00025, 0.000001, 0.000067, 0.999866, 0.000032, 0.000035, 1, 1584945057.259189,
00014, 00014, 0.000264, 0.048443, 0.948039, 0.000644, 0.002609, 1, 1584945057.4022083,
00019, 00019, 0.000002, 0.000113, 0.999708, 0.000095, 0.000081, 1, 1584945057.5234911,
00004, 00004, 0.000000, 0.000032, 0.999942, 0.000011, 0.000014, 1, 1584945057.5261083,
00022, 00022, 0.000000, 0.000033, 0.999943, 0.000010, 0.000014, 1, 1584945057.6127152,
00001, 00001, 0.000000, 0.000036, 0.999948, 0.000005, 0.000011, 1, 1584945057.626286,
00026, 00026, 0.000000, 0.000026, 0.999962, 0.000005, 0.000008, 1, 1584945057.6470096,
00029, 00029, 0.000000, 0.000031, 0.999952, 0.000006, 0.000011, 1, 1584945057.7830124,
00007, 00007, 0.000001, 0.000067, 0.999875, 0.000026, 0.000032, 1, 1584945058.1955042,
00016, 00016, 0.000000, 0.000020, 0.999965, 0.000006, 0.000008, 1, 1584945058.2110937,
00020, 00020, 0.000000, 0.000021, 0.999969, 0.000003, 0.000007, 1, 1584945058.2709098,
00023, 00023, 0.000002, 0.000105, 0.999745, 0.000078, 0.000070, 1, 1584945058.2909887,
