process_num, iter_num, probability
6, 6, 0.9997121691703796,
7, 7, 0.9998132586479187,
2, 2, 0.9997801184654236,
12, 12, 0.9996724128723145,
0, 0, 0.9996064305305481,
1, 1, 0.9998912811279297,
3, 3, 0.9995917677879333,
9, 9, 0.9995241165161133,
5, 5, 0.9998934268951416,
4, 4, 0.9998947381973267,
11, 11, 0.9997484087944031,
8, 8, 0.999327540397644,
10, 10, 0.9998170733451843,
29, 29, 0.9987993240356445,
26, 26, 0.9983593821525574,
25, 25, 0.9998748302459717,
24, 24, 0.9997538924217224,
23, 23, 0.9998838901519775,
31, 31, 0.9998503923416138,
20, 20, 0.9999077320098877,
30, 30, 0.999835729598999,
32, 32, 0.9998883008956909,
28, 28, 0.9997066855430603,
22, 22, 0.9998478889465332,
21, 21, 0.9830796718597412,
27, 27, 0.99824059009552,
44, 44, 0.999664306640625,
42, 42, 0.9996784925460815,
49, 49, 0.9998781681060791,
43, 43, 0.9997206330299377,
46, 46, 0.9996393918991089,
40, 40, 0.9996410608291626,
52, 52, 0.9990087151527405,
45, 45, 0.9991212487220764,
47, 47, 0.9997085928916931,
48, 48, 0.9998658895492554,
51, 51, 0.9998974800109863,
41, 41, 0.9995436072349548,
50, 50, 0.9998455047607422,
65, 65, 0.9985854625701904,
61, 61, 0.9998736381530762,
60, 60, 0.9992709755897522,
64, 64, 0.9997431635856628,
62, 62, 0.9997548460960388,
69, 69, 0.9996528625488281,
70, 70, 0.9992414712905884,
68, 68, 0.999836802482605,
63, 63, 0.9997592568397522,
66, 66, 0.999904990196228,
71, 71, 0.999907374382019,
72, 72, 0.9998387098312378,
67, 67, 0.9998379945755005,
88, 88, 0.9973530769348145,
82, 82, 0.9996762275695801,
81, 81, 0.9998067021369934,
91, 91, 0.9997108578681946,
83, 83, 0.9998964071273804,
90, 90, 0.999826967716217,
85, 85, 0.998860239982605,
80, 80, 0.9997661709785461,
92, 92, 0.999647855758667,
86, 86, 0.9995352029800415,
84, 84, 0.9997093081474304,
87, 87, 0.9997456669807434,
89, 89, 0.9998399019241333,
101, 101, 0.9998842477798462,
107, 107, 0.9998416900634766,
111, 111, 0.9965284466743469,
109, 109, 0.9997991919517517,
112, 112, 0.997718095779419,
105, 105, 0.9997448325157166,
100, 100, 0.999859094619751,
106, 106, 0.9978193044662476,
103, 103, 0.9999010562896729,
102, 102, 0.9997193217277527,
104, 104, 0.9995381832122803,
110, 110, 0.9993807077407837,
108, 108, 0.9991102814674377,
126, 126, 0.9998847246170044,
129, 129, 0.999893307685852,
128, 128, 0.9998906850814819,
130, 130, 0.9998347759246826,
121, 121, 0.9998995065689087,
125, 125, 0.9998513460159302,
120, 120, 0.9998276233673096,
132, 132, 0.9996351003646851,
127, 127, 0.9998096823692322,
124, 124, 0.999329686164856,
122, 122, 0.9997819066047668,
131, 131, 0.3048887252807617,
123, 123, 0.9998403787612915,
141, 141, 0.9997671246528625,
140, 140, 0.9995249509811401,
148, 148, 0.9996733665466309,
152, 152, 0.9998565912246704,
145, 145, 0.9998924732208252,
143, 143, 0.09649024903774261,
150, 150, 0.9996135830879211,
144, 144, 0.9998894929885864,
151, 151, 0.9998975992202759,
146, 146, 0.9997518658638,
147, 147, 0.9998489618301392,
142, 142, 0.9991945624351501,
149, 149, 0.9998700618743896,
164, 164, 0.9998216032981873,
160, 160, 0.9998563528060913,
168, 168, 0.9809351563453674,
162, 162, 0.9998934268951416,
171, 171, 0.9998780488967896,
165, 165, 0.99982088804245,
167, 167, 0.9998670816421509,
166, 166, 0.9997684359550476,
169, 169, 0.9996950626373291,
161, 161, 0.999197781085968,
172, 172, 0.9996351003646851,
163, 163, 0.999769389629364,
170, 170, 0.9998906850814819,
182, 182, 0.9998917579650879,
183, 183, 0.9864566326141357,
181, 181, 0.9994825124740601,
189, 189, 0.9998376369476318,
185, 185, 0.6054961681365967,
184, 184, 0.999188244342804,
180, 180, 0.9998918771743774,
192, 192, 0.9988934397697449,
191, 191, 0.9998987913131714,
186, 186, 0.9998660087585449,
187, 187, 0.9998243451118469,
188, 188, 0.9995785355567932,
190, 190, 0.9994239807128906,
209, 209, 0.9977657794952393,
207, 207, 0.999885082244873,
208, 208, 0.999711811542511,
202, 202, 0.9995999932289124,
201, 201, 0.9994295239448547,
204, 204, 0.9997597336769104,
205, 205, 0.999845027923584,
211, 211, 0.9998912811279297,
212, 212, 0.999893069267273,
210, 210, 0.9998113512992859,
206, 206, 0.9998960494995117,
200, 200, 0.9998002648353577,
203, 203, 0.9997979998588562,
223, 223, 0.999890923500061,
225, 225, 0.9998940229415894,
220, 220, 0.9998137354850769,
232, 232, 0.9998700618743896,
231, 231, 0.9996217489242554,
224, 224, 0.999763548374176,
221, 221, 0.998986542224884,
226, 226, 0.99978107213974,
229, 229, 0.9998518228530884,
230, 230, 0.9998278617858887,
228, 228, 0.9997621178627014,
227, 227, 0.9993401169776917,
222, 222, 0.9998999834060669,
240, 240, 0.9999061822891235,
241, 241, 0.9998732805252075,
242, 242, 0.9997798800468445,
248, 248, 0.9997711777687073,
252, 252, 0.999893307685852,
245, 245, 0.9998186230659485,
250, 250, 0.999897837638855,
244, 244, 0.999491810798645,
249, 249, 0.9997678399085999,
247, 247, 0.847888708114624,
246, 246, 0.9997393488883972,
243, 243, 0.9988391995429993,
251, 251, 0.9998086094856262,
265, 265, 0.9971649050712585,
262, 262, 0.9998083710670471,
268, 268, 0.9998655319213867,
266, 266, 0.9994687438011169,
272, 272, 0.999900221824646,
260, 260, 0.999396800994873,
271, 271, 0.9991990923881531,
267, 267, 0.9998928308486938,
264, 264, 0.9997995495796204,
270, 270, 0.9998637437820435,
269, 269, 0.9998107552528381,
263, 263, 0.9998863935470581,
261, 261, 0.9998434782028198,
288, 288, 0.999853253364563,
282, 282, 0.9998819828033447,
291, 291, 0.9997791647911072,
286, 286, 0.9998175501823425,
281, 281, 0.9980413913726807,
284, 284, 0.9998718500137329,
287, 287, 0.9998860359191895,
290, 290, 0.999735414981842,
292, 292, 0.9998495578765869,
285, 285, 0.9998775720596313,
283, 283, 0.16480021178722382,
280, 280, 0.9998917579650879,
289, 289, 0.9998587369918823,
303, 303, 0.9997455477714539,
301, 301, 0.9998394250869751,
305, 305, 0.9999079704284668,
309, 309, 0.9997187256813049,
304, 304, 0.9999024868011475,
307, 307, 0.9997614026069641,
302, 302, 0.9998805522918701,
310, 310, 0.9995446801185608,
308, 308, 0.999784529209137,
312, 312, 0.9998903274536133,
300, 300, 0.9997666478157043,
306, 306, 0.9997530579566956,
311, 311, 0.9989783763885498,
326, 326, 0.9998397827148438,
331, 331, 0.9998196959495544,
324, 324, 0.9999020099639893,
328, 328, 0.9998419284820557,
327, 327, 0.9996402263641357,
329, 329, 0.9997426867485046,
325, 325, 0.9990112781524658,
322, 322, 0.9995738863945007,
323, 323, 0.9997732043266296,
321, 321, 0.9903584122657776,
330, 330, 0.9966593980789185,
320, 320, 0.9999034404754639,
332, 332, 0.9996862411499023,
347, 347, 0.9998071789741516,
348, 348, 0.9998695850372314,
351, 351, 0.9993208646774292,
342, 342, 0.9998618364334106,
343, 343, 0.9998819828033447,
346, 346, 0.9997872710227966,
352, 352, 0.9998595714569092,
344, 344, 0.9882889986038208,
350, 350, 0.999731719493866,
345, 345, 0.9997075200080872,
349, 349, 0.9996123909950256,
340, 340, 0.1409088373184204,
341, 341, 0.9998419284820557,
368, 368, 0.9991844296455383,
365, 365, 0.9998056292533875,
362, 362, 0.9998756647109985,
369, 369, 0.9997397065162659,
372, 372, 0.9998620748519897,
360, 360, 0.9987514019012451,
371, 371, 0.9998536109924316,
367, 367, 0.9998745918273926,
363, 363, 0.999799907207489,
370, 370, 0.9998925924301147,
364, 364, 0.9998819828033447,
361, 361, 0.9943605065345764,
366, 366, 0.9998962879180908,
392, 392, 0.9998735189437866,
380, 380, 0.986644446849823,
384, 384, 0.9990437626838684,
388, 388, 0.9995927214622498,
381, 381, 0.9998767375946045,
390, 390, 0.9998509883880615,
383, 383, 0.9997957348823547,
389, 389, 0.999876856803894,
382, 382, 0.999871015548706,
386, 386, 0.999873161315918,
391, 391, 0.9998193383216858,
385, 385, 0.9996621608734131,
387, 387, 0.9997938275337219,
408, 408, 0.9996782541275024,
410, 410, 0.9998192191123962,
401, 401, 0.9997172951698303,
411, 411, 0.9998815059661865,
406, 406, 0.9997405409812927,
405, 405, 0.9993379712104797,
400, 400, 0.999755322933197,
404, 404, 0.9998606443405151,
402, 402, 0.9995983242988586,
412, 412, 0.9998924732208252,
403, 403, 0.9996904134750366,
409, 409, 0.9997912049293518,
407, 407, 0.9997311234474182,
423, 423, 0.9993334412574768,
429, 429, 0.9997702240943909,
426, 426, 0.9998465776443481,
428, 428, 0.9996076226234436,
432, 432, 0.9998878240585327,
422, 422, 0.9996827840805054,
431, 431, 0.9998981952667236,
430, 430, 0.9998934268951416,
420, 420, 0.9998819828033447,
421, 421, 0.9996422529220581,
424, 424, 0.9998114705085754,
425, 425, 0.9998574256896973,
427, 427, 0.9999016523361206,
451, 451, 0.9997879862785339,
445, 445, 0.9998176693916321,
443, 443, 0.9997097849845886,
449, 449, 0.9997944235801697,
446, 446, 0.9998953342437744,
447, 447, 0.999884843826294,
441, 441, 0.9997110962867737,
450, 450, 0.9998644590377808,
452, 452, 0.9997696280479431,
442, 442, 0.9997519850730896,
448, 448, 0.9932945370674133,
444, 444, 0.9998515844345093,
440, 440, 0.99982750415802,
461, 461, 0.9996895790100098,
469, 469, 0.9995335340499878,
464, 464, 0.9998863935470581,
462, 462, 0.9998846054077148,
460, 460, 0.9998801946640015,
467, 467, 0.9997115731239319,
468, 468, 0.9994798302650452,
465, 465, 0.999834418296814,
466, 466, 0.9997172951698303,
470, 470, 0.9998237490653992,
471, 471, 0.9997877478599548,
472, 472, 0.9998888969421387,
463, 463, 0.9998169541358948,
480, 480, 0.9995520710945129,
486, 486, 0.9998924732208252,
487, 487, 0.9996347427368164,
488, 488, 0.9998868703842163,
482, 482, 0.9998400211334229,
485, 485, 0.9998931884765625,
490, 490, 0.9995228052139282,
483, 483, 0.9998176693916321,
489, 489, 0.9997201561927795,
484, 484, 0.9995793700218201,
491, 491, 0.9993834495544434,
481, 481, 0.9995613694190979,
492, 492, 0.9998247027397156,
500, 500, 0.9998294115066528,
504, 504, 0.9997573494911194,
511, 511, 0.9997370839118958,
505, 505, 0.9784929156303406,
508, 508, 0.999805748462677,
510, 510, 0.9998664855957031,
509, 509, 0.9998840093612671,
507, 507, 0.9998818635940552,
501, 501, 0.9825771450996399,
503, 503, 0.9993336796760559,
502, 502, 0.9999079704284668,
512, 512, 0.999853253364563,
506, 506, 0.9997312426567078,
523, 523, 0.9997095465660095,
528, 528, 0.9998452663421631,
526, 526, 0.9996939897537231,
521, 521, 0.9996050000190735,
530, 530, 0.9992902278900146,
522, 522, 0.9993336796760559,
520, 520, 0.9998949766159058,
529, 529, 0.9986259937286377,
532, 532, 0.999792754650116,
527, 527, 0.9998087286949158,
525, 525, 0.9998106360435486,
531, 531, 0.9960237741470337,
524, 524, 0.9998223185539246,
549, 549, 0.9999037981033325,
540, 540, 0.9998090863227844,
543, 543, 0.9998058676719666,
542, 542, 0.9998959302902222,
541, 541, 0.9998785257339478,
544, 544, 0.9997982382774353,
546, 546, 0.9999037981033325,
548, 548, 0.9987474679946899,
552, 552, 0.9994415640830994,
551, 551, 0.9997846484184265,
550, 550, 0.9980125427246094,
545, 545, 0.9998855590820312,
547, 547, 0.9999011754989624,
565, 565, 0.9993759989738464,
567, 567, 0.9998679161071777,
564, 564, 0.9997492432594299,
568, 568, 0.9999005794525146,
563, 563, 0.9996998310089111,
570, 570, 0.9993972778320312,
561, 561, 0.9997698664665222,
569, 569, 0.9999030828475952,
560, 560, 0.9998247027397156,
566, 566, 0.9988479614257812,
562, 562, 0.999874472618103,
572, 572, 0.9936299920082092,
571, 571, 0.9997594952583313,
583, 583, 0.9997852444648743,
582, 582, 0.9998939037322998,
589, 589, 0.9998775720596313,
584, 584, 0.9997938275337219,
591, 591, 0.9991565942764282,
588, 588, 0.9998762607574463,
585, 585, 0.999828577041626,
580, 580, 0.9996649026870728,
586, 586, 0.9998340606689453,
592, 592, 0.9998989105224609,
587, 587, 0.9998944997787476,
590, 590, 0.9964369535446167,
581, 581, 0.9998581409454346,
600, 600, 0.9996864795684814,
606, 606, 0.9996402263641357,
607, 607, 0.9998860359191895,
602, 602, 0.9998502731323242,
604, 604, 0.9995779395103455,
603, 603, 0.9998832941055298,
612, 612, 0.9996994733810425,
608, 608, 0.9998873472213745,
609, 609, 0.9997251629829407,
605, 605, 0.99935382604599,
601, 601, 0.9991967082023621,
611, 611, 0.9998791217803955,
610, 610, 0.9998944997787476,
623, 623, 0.9998965263366699,
624, 624, 0.9998642206192017,
628, 628, 0.999846339225769,
622, 622, 0.999728262424469,
625, 625, 0.9992595314979553,
630, 630, 0.9834355711936951,
621, 621, 0.9998434782028198,
620, 620, 0.9998619556427002,
626, 626, 0.9998461008071899,
629, 629, 0.9972653388977051,
