process_num, iter_num, probability_1, probability_2, probability_3, probability_4, probability_5, is_correct, time,
00001, 00001, 0.000001, 0.000077, 0.999891, 0.000022, 0.000008, 1, 1581363134.3688662,
00006, 00006, 0.000001, 0.000044, 0.999910, 0.000034, 0.000011, 1, 1581363134.467578,
00000, 00000, 0.000002, 0.000029, 0.999867, 0.000066, 0.000036, 1, 1581363134.551198,
00004, 00004, 0.000002, 0.000048, 0.999881, 0.000043, 0.000025, 1, 1581363134.6677816,
00011, 00011, 0.000003, 0.000031, 0.999615, 0.000221, 0.000129, 1, 1581363135.0658693,
00007, 00007, 0.000004, 0.000034, 0.999565, 0.000291, 0.000105, 1, 1581363135.4968107,
00027, 00027, 0.000006, 0.000035, 0.999227, 0.000521, 0.000212, 1, 1581363135.6674175,
00022, 00022, 0.000002, 0.000033, 0.999878, 0.000063, 0.000023, 1, 1581363136.2306647,
00019, 00019, 0.000002, 0.000029, 0.999890, 0.000053, 0.000026, 1, 1581363136.281432,
00016, 00016, 0.000002, 0.000036, 0.999861, 0.000072, 0.000029, 1, 1581363136.3079515,
00026, 00026, 0.000002, 0.000027, 0.999870, 0.000065, 0.000036, 1, 1581363136.323766,
00012, 00012, 0.000002, 0.000031, 0.999903, 0.000045, 0.000019, 1, 1581363136.4063911,
00005, 00005, 0.000028, 0.000101, 0.993133, 0.005795, 0.000942, 1, 1581363136.4983966,
00002, 00002, 0.000001, 0.000052, 0.999909, 0.000029, 0.000009, 1, 1581363136.5519898,
00028, 00028, 0.000003, 0.000029, 0.999649, 0.000210, 0.000109, 1, 1581363136.5662165,
00008, 00008, 0.000002, 0.000027, 0.999869, 0.000065, 0.000037, 1, 1581363136.807777,
00017, 00017, 0.000006, 0.000046, 0.998421, 0.001156, 0.000371, 1, 1581363137.1540582,
00024, 00024, 0.000004, 0.000028, 0.999645, 0.000211, 0.000113, 1, 1581363137.4013727,
00029, 00029, 0.000002, 0.000029, 0.999885, 0.000053, 0.000031, 1, 1581363137.5389526,
00020, 00020, 0.000024, 0.000087, 0.976175, 0.019875, 0.003839, 1, 1581363137.5398886,
00021, 00021, 0.000002, 0.000044, 0.999887, 0.000049, 0.000018, 1, 1581363137.8244007,
00009, 00009, 0.000004, 0.000030, 0.999675, 0.000200, 0.000092, 1, 1581363137.96063,
00023, 00023, 0.000001, 0.000067, 0.999894, 0.000029, 0.000009, 1, 1581363137.9769342,
00010, 00010, 0.000003, 0.000037, 0.999813, 0.000094, 0.000054, 1, 1581363138.15073,
00013, 00013, 0.000004, 0.000037, 0.999617, 0.000263, 0.000079, 1, 1581363138.1725407,
