epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best,
  0, 0.00815, 0.99779, 0.98500, 0.82707, 1,
  1, 0.10081, 0.97200, 0.20000, 0.00000, 0,
  2, 0.05544, 0.98434, 0.97367, 0.80451, 0,
  3, 0.03562, 0.98931, 0.12867, 0.56391, 0,
  4, 0.03925, 0.98895, 0.98100, 0.71429, 0,
  5, 0.04228, 0.98839, 0.97367, 0.53383, 0,
  6, 0.02886, 0.99116, 0.97533, 0.69173, 0,
  7, 0.02818, 0.99226, 0.84667, 0.48120, 0,
  8, 0.01809, 0.99503, 0.97900, 0.87218, 0,
  9, 0.02513, 0.99337, 0.98333, 0.79699, 0,
 10, 0.01221, 0.99632, 0.98067, 0.75188, 0,
 11, 0.02177, 0.99355, 0.97700, 0.74436, 0,
 12, 0.00858, 0.99797, 0.98733, 0.80451, 1,
 13, 0.02044, 0.99503, 0.98100, 0.78195, 0,
 14, 0.00698, 0.99871, 0.28233, 0.37594, 0,
 15, 0.01139, 0.99742, 0.96933, 0.69925, 0,
 16, 0.01134, 0.99779, 0.96367, 0.80451, 0,
 17, 0.01194, 0.99650, 0.98333, 0.79699, 0,
 18, 0.00997, 0.99761, 0.97267, 0.75188, 0,
 19, 0.01032, 0.99779, 0.98200, 0.79699, 0,
 20, 0.00686, 0.99797, 0.98333, 0.79699, 0,
 21, 0.00877, 0.99797, 0.98333, 0.81203, 0,
 22, 0.00639, 0.99834, 0.98333, 0.81955, 0,
 23, 0.00548, 0.99871, 0.97867, 0.80451, 0,
 24, 0.00613, 0.99853, 0.98733, 0.75188, 0,
 25, 0.00554, 0.99816, 0.98600, 0.85714, 0,
 26, 0.00564, 0.99834, 0.98767, 0.87218, 1,
 27, 0.00565, 0.99834, 0.98633, 0.82707, 0,
 28, 0.00471, 0.99853, 0.98700, 0.84962, 0,
 29, 0.00372, 0.99889, 0.98100, 0.83459, 0,
 30, 0.00743, 0.99853, 0.98267, 0.81203, 0,
 31, 0.00542, 0.99889, 0.20000, 0.00000, 0,
 32, 0.00276, 0.99926, 0.98367, 0.81955, 0,
 33, 0.00373, 0.99889, 0.98533, 0.81203, 0,
 34, 0.00443, 0.99889, 0.98367, 0.81203, 0,
 35, 0.00437, 0.99871, 0.98633, 0.78195, 0,
 36, 0.00398, 0.99908, 0.98667, 0.79699, 0,
 37, 0.00315, 0.99908, 0.98500, 0.78947, 0,
 38, 0.00345, 0.99926, 0.98367, 0.81955, 0,
 39, 0.00304, 0.99908, 0.98567, 0.84211, 0,
 40, 0.00350, 0.99871, 0.98500, 0.85714, 0,
 41, 0.00416, 0.99871, 0.98367, 0.84962, 0,
 42, 0.00260, 0.99926, 0.98733, 0.81955, 0,
 43, 0.00293, 0.99908, 0.98567, 0.82707, 0,
 44, 0.00330, 0.99889, 0.98733, 0.81203, 0,
 45, 0.00242, 0.99926, 0.98400, 0.80451, 0,
 46, 0.00332, 0.99871, 0.98533, 0.84211, 0,
 47, 0.00345, 0.99871, 0.98267, 0.78195, 0,
 48, 0.00314, 0.99908, 0.20000, 0.00000, 0,
 49, 0.00255, 0.99908, 0.98500, 0.79699, 0,
