epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best,
  0, 0.01464, 0.99667, 0.98267, 0.70677, 1,
  1, 0.12303, 0.96165, 0.96967, 0.82707, 0,
  2, 0.05973, 0.98240, 0.89033, 0.49624, 0,
  3, 0.04493, 0.98592, 0.78700, 0.48872, 0,
  4, 0.05480, 0.98296, 0.98433, 0.76692, 1,
  5, 0.04294, 0.98703, 0.20000, 0.00000, 0,
  6, 0.03929, 0.98833, 0.97267, 0.51128, 0,
  7, 0.03734, 0.98851, 0.97000, 0.48120, 0,
  8, 0.02359, 0.99259, 0.98033, 0.66165, 0,
  9, 0.02975, 0.99055, 0.94567, 0.53383, 0,
 10, 0.02479, 0.99222, 0.98133, 0.76692, 0,
 11, 0.01531, 0.99592, 0.98400, 0.58647, 0,
 12, 0.01105, 0.99759, 0.85800, 0.49624, 0,
 13, 0.02118, 0.99278, 0.97300, 0.63910, 0,
 14, 0.01836, 0.99463, 0.97567, 0.65414, 0,
 15, 0.01213, 0.99704, 0.98367, 0.75188, 0,
 16, 0.01759, 0.99592, 0.20000, 0.00000, 0,
 17, 0.00706, 0.99870, 0.97900, 0.65414, 0,
 18, 0.01286, 0.99685, 0.97967, 0.71429, 0,
 19, 0.00802, 0.99852, 0.98133, 0.72932, 0,
 20, 0.00864, 0.99759, 0.97200, 0.69925, 0,
 21, 0.00550, 0.99870, 0.97400, 0.69925, 0,
 22, 0.00714, 0.99815, 0.96967, 0.60150, 0,
 23, 0.00619, 0.99815, 0.98133, 0.72180, 0,
 24, 0.00782, 0.99704, 0.93867, 0.60150, 0,
 25, 0.00558, 0.99852, 0.96433, 0.64662, 0,
 26, 0.00739, 0.99815, 0.97300, 0.64662, 0,
 27, 0.00761, 0.99815, 0.96967, 0.65414, 0,
 28, 0.00448, 0.99870, 0.97633, 0.71429, 0,
 29, 0.00498, 0.99889, 0.97067, 0.60902, 0,
 30, 0.00708, 0.99833, 0.96833, 0.62406, 0,
 31, 0.00421, 0.99926, 0.98000, 0.68421, 0,
 32, 0.00337, 0.99944, 0.97167, 0.58647, 0,
 33, 0.00557, 0.99889, 0.97333, 0.69925, 0,
 34, 0.00524, 0.99889, 0.96967, 0.70677, 0,
 35, 0.00326, 0.99907, 0.98200, 0.87970, 0,
 36, 0.00492, 0.99852, 0.98200, 0.75188, 0,
 37, 0.00297, 0.99926, 0.98200, 0.74436, 0,
 38, 0.00433, 0.99833, 0.97533, 0.68421, 0,
 39, 0.00282, 0.99926, 0.97533, 0.65414, 0,
 40, 0.00331, 0.99852, 0.98833, 0.72180, 1,
 41, 0.00341, 0.99926, 0.96867, 0.64662, 0,
 42, 0.00282, 0.99889, 0.20000, 1.00000, 0,
 43, 0.00287, 0.99926, 0.97667, 0.69173, 0,
 44, 0.00387, 0.99889, 0.98533, 0.75188, 0,
 45, 0.00377, 0.99889, 0.20000, 1.00000, 0,
 46, 0.00339, 0.99889, 0.34900, 0.98496, 0,
 47, 0.00242, 0.99944, 0.97033, 0.56391, 0,
 48, 0.00267, 0.99889, 0.98167, 0.68421, 0,
 49, 0.00323, 0.99907, 0.97267, 0.64662, 0,
