epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.04608, 0.98876, 0.98167, 1, 0.99833, 0.97333, 0.98667, 0.97333, 0.97667,
  1, 0.19690, 0.93747, 0.97067, 0, 1.00000, 1.00000, 0.99667, 0.94167, 0.91500,
  2, 0.12927, 0.95994, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  3, 0.07002, 0.98006, 0.25967, 0, 0.21167, 0.03167, 0.02000, 0.03500, 1.00000,
  4, 0.05288, 0.98477, 0.25967, 0, 0.20333, 0.01667, 0.02833, 0.05167, 0.99833,
  5, 0.03828, 0.99202, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  6, 0.04657, 0.98641, 0.87000, 0, 1.00000, 1.00000, 0.93667, 0.81500, 0.59833,
  7, 0.04207, 0.98894, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  8, 0.04024, 0.98894, 0.59567, 0, 0.78000, 0.31000, 0.51500, 0.37333, 1.00000,
  9, 0.02274, 0.99547, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 10, 0.01415, 0.99782, 0.98667, 1, 0.99833, 0.99833, 1.00000, 0.97833, 0.95833,
 11, 0.00999, 0.99819, 0.94100, 0, 0.90000, 0.93500, 0.95833, 0.92167, 0.99000,
 12, 0.01621, 0.99674, 0.90000, 0, 0.97500, 0.95333, 0.89500, 0.68000, 0.99667,
 13, 0.01181, 0.99855, 0.97400, 0, 1.00000, 1.00000, 1.00000, 0.95667, 0.91333,
 14, 0.00756, 0.99891, 0.97600, 0, 0.99833, 0.99500, 1.00000, 0.97167, 0.91500,
 15, 0.01133, 0.99819, 0.57467, 0, 0.88833, 0.23167, 0.29667, 0.45833, 0.99833,
 16, 0.00774, 0.99891, 0.98300, 0, 1.00000, 0.99833, 1.00000, 0.97500, 0.94167,
 17, 0.00699, 0.99909, 0.98067, 0, 1.00000, 1.00000, 1.00000, 0.96000, 0.94333,
 18, 0.00645, 0.99909, 0.96400, 0, 1.00000, 1.00000, 0.99833, 0.95500, 0.86667,
 19, 0.00588, 0.99909, 0.98200, 0, 1.00000, 1.00000, 1.00000, 0.97500, 0.93500,
 20, 0.00562, 0.99909, 0.94833, 0, 0.96833, 0.94833, 0.92333, 0.91833, 0.98333,
 21, 0.01727, 0.99801, 0.98467, 0, 1.00000, 0.99833, 0.99833, 0.94500, 0.98167,
 22, 0.01204, 0.99746, 0.97633, 0, 0.99833, 0.99833, 1.00000, 0.96833, 0.91667,
 23, 0.01050, 0.99837, 0.96700, 0, 0.99833, 0.96000, 0.97000, 0.91667, 0.99000,
 24, 0.00711, 0.99891, 0.98800, 1, 1.00000, 1.00000, 1.00000, 0.95500, 0.98500,
 25, 0.00590, 0.99909, 0.97633, 0, 1.00000, 1.00000, 0.99833, 0.95833, 0.92500,
 26, 0.00673, 0.99891, 0.98767, 0, 1.00000, 1.00000, 1.00000, 0.97667, 0.96167,
 27, 0.00802, 0.99873, 0.98700, 0, 1.00000, 1.00000, 1.00000, 0.97667, 0.95833,
 28, 0.00584, 0.99891, 0.98633, 0, 1.00000, 1.00000, 1.00000, 0.97500, 0.95667,
 29, 0.00762, 0.99837, 0.98000, 0, 1.00000, 0.99833, 0.99333, 0.91500, 0.99333,
 30, 0.00576, 0.99909, 0.21433, 0, 0.00000, 0.00000, 0.00667, 0.06500, 1.00000,
 31, 0.00538, 0.99909, 0.97567, 0, 1.00000, 1.00000, 1.00000, 0.96500, 0.91333,
 32, 0.00470, 0.99909, 0.98600, 0, 1.00000, 1.00000, 1.00000, 0.97667, 0.95333,
 33, 0.00490, 0.99909, 0.94667, 0, 1.00000, 1.00000, 0.99667, 0.95000, 0.78667,
 34, 0.00436, 0.99909, 0.93300, 0, 0.99833, 1.00000, 1.00000, 0.94000, 0.72667,
 35, 0.00439, 0.99909, 0.96733, 0, 1.00000, 1.00000, 1.00000, 0.96333, 0.87333,
 36, 0.00449, 0.99909, 0.98567, 0, 1.00000, 1.00000, 1.00000, 0.97667, 0.95167,
 37, 0.00404, 0.99909, 0.98367, 0, 1.00000, 1.00000, 1.00000, 0.97167, 0.94667,
 38, 0.00403, 0.99909, 0.98400, 0, 1.00000, 1.00000, 1.00000, 0.97167, 0.94833,
 39, 0.00416, 0.99909, 0.98267, 0, 1.00000, 1.00000, 1.00000, 0.97500, 0.93833,
 40, 0.00393, 0.99927, 0.96367, 0, 0.96667, 0.96667, 0.96833, 0.95167, 0.96500,
 41, 0.00374, 0.99909, 0.93733, 0, 1.00000, 0.99833, 0.99667, 0.93833, 0.75333,
 42, 0.00435, 0.99891, 0.98333, 0, 1.00000, 1.00000, 1.00000, 0.97167, 0.94500,
 43, 0.00335, 0.99909, 0.97067, 0, 1.00000, 1.00000, 1.00000, 0.96667, 0.88667,
 44, 0.00331, 0.99909, 0.98567, 0, 1.00000, 1.00000, 1.00000, 0.97333, 0.95500,
 45, 0.00292, 0.99909, 0.25933, 0, 0.00500, 0.02333, 0.03500, 0.23500, 0.99833,
 46, 0.00271, 0.99927, 0.98033, 0, 1.00000, 1.00000, 0.99833, 0.96833, 0.93500,
 47, 0.00288, 0.99927, 0.97833, 0, 1.00000, 1.00000, 1.00000, 0.96667, 0.92500,
 48, 0.00270, 0.99927, 0.98567, 0, 1.00000, 1.00000, 1.00000, 0.97500, 0.95333,
 49, 0.00234, 0.99927, 0.98800, 0, 1.00000, 1.00000, 1.00000, 0.97833, 0.96167,
 50, 0.00245, 0.99927, 0.97100, 0, 1.00000, 1.00000, 0.99833, 0.96000, 0.89667,
 51, 0.00217, 0.99946, 0.95467, 0, 1.00000, 1.00000, 0.99833, 0.95667, 0.81833,
 52, 0.00195, 0.99964, 0.98300, 0, 1.00000, 1.00000, 1.00000, 0.97333, 0.94167,
 53, 0.00186, 0.99964, 0.95200, 0, 1.00000, 1.00000, 0.99667, 0.95333, 0.81000,
 54, 0.00184, 0.99927, 0.97967, 0, 1.00000, 1.00000, 1.00000, 0.96833, 0.93000,
 55, 0.00164, 0.99964, 0.95767, 0, 1.00000, 1.00000, 0.99667, 0.95333, 0.83833,
 56, 0.00155, 0.99946, 0.98400, 0, 1.00000, 1.00000, 1.00000, 0.97333, 0.94667,
 57, 0.00149, 0.99964, 0.98600, 0, 1.00000, 1.00000, 1.00000, 0.97333, 0.95667,
 58, 0.00144, 0.99946, 0.98833, 1, 1.00000, 1.00000, 1.00000, 0.97667, 0.96500,
 59, 0.00147, 0.99964, 0.98167, 0, 1.00000, 1.00000, 1.00000, 0.96667, 0.94167,
