epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.04924, 0.98850, 0.94767, 1, 0.99167, 0.85667, 0.96333, 0.97000, 0.95667,
  1, 0.18357, 0.93946, 0.98933, 1, 1.00000, 0.99667, 1.00000, 0.96833, 0.98167,
  2, 0.14897, 0.95940, 0.20533, 0, 0.00000, 0.00000, 0.00667, 0.02000, 1.00000,
  3, 0.10710, 0.96964, 0.92633, 0, 0.99667, 0.77167, 0.99000, 0.88167, 0.99167,
  4, 0.09260, 0.97234, 0.56000, 0, 0.59167, 0.20000, 0.40667, 0.60667, 0.99500,
  5, 0.06451, 0.98276, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  6, 0.05568, 0.98545, 0.90433, 0, 0.99500, 0.63333, 0.96833, 0.93667, 0.98833,
  7, 0.04306, 0.98958, 0.20333, 0, 0.00000, 0.00000, 0.00000, 0.01667, 1.00000,
  8, 0.03818, 0.98814, 0.98900, 0, 1.00000, 1.00000, 1.00000, 0.97167, 0.97333,
  9, 0.03454, 0.98904, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 10, 0.02147, 0.99407, 0.89933, 0, 0.98500, 0.68500, 0.94833, 0.88833, 0.99000,
 11, 0.02008, 0.99353, 0.42800, 0, 0.14000, 0.01000, 0.09833, 0.90500, 0.98667,
 12, 0.01841, 0.99479, 0.99000, 1, 1.00000, 0.99833, 1.00000, 0.97667, 0.97500,
 13, 0.01597, 0.99623, 0.98100, 0, 1.00000, 1.00000, 1.00000, 0.97333, 0.93167,
 14, 0.02457, 0.99353, 0.95200, 0, 0.99500, 0.89833, 0.92500, 0.95167, 0.99000,
 15, 0.01691, 0.99407, 0.20467, 0, 0.00000, 0.00167, 0.00167, 0.02000, 1.00000,
 16, 0.01086, 0.99623, 0.98667, 0, 1.00000, 0.99833, 1.00000, 0.97667, 0.95833,
 17, 0.00816, 0.99766, 0.98133, 0, 1.00000, 1.00000, 1.00000, 0.96500, 0.94167,
