epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.10993, 0.96936, 0.96767, 1, 0.99500, 0.96667, 0.97000, 0.92833, 0.97833,
  1, 0.23903, 0.92394, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  2, 0.16112, 0.94850, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  3, 0.15095, 0.95754, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  4, 0.12181, 0.96825, 0.51567, 0, 0.50500, 0.37667, 0.41833, 0.28167, 0.99667,
  5, 0.08997, 0.97637, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  6, 0.08921, 0.97637, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  7, 0.07116, 0.98062, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  8, 0.09144, 0.97748, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  9, 0.08301, 0.97360, 0.23467, 0, 0.10333, 0.00000, 0.01333, 0.05833, 0.99833,
 10, 0.05052, 0.98652, 0.98133, 1, 0.99833, 0.98833, 1.00000, 0.95500, 0.96500,
 11, 0.04335, 0.99095, 0.98300, 1, 1.00000, 0.99500, 0.98333, 0.95667, 0.98000,
 12, 0.02780, 0.99538, 0.97467, 0, 0.99833, 0.99167, 1.00000, 0.97333, 0.91000,
 13, 0.03809, 0.99169, 0.74600, 0, 1.00000, 0.99500, 0.98500, 0.59833, 0.15167,
 14, 0.02334, 0.99557, 0.25133, 0, 0.20333, 0.00500, 0.01000, 0.04000, 0.99833,
 15, 0.01978, 0.99649, 0.38600, 0, 0.03500, 0.06000, 0.27167, 0.57333, 0.99000,
 16, 0.01533, 0.99778, 0.97867, 0, 1.00000, 0.99667, 1.00000, 0.97000, 0.92667,
 17, 0.01324, 0.99834, 0.97967, 0, 1.00000, 0.99667, 1.00000, 0.97000, 0.93167,
 18, 0.01117, 0.99852, 0.93933, 0, 1.00000, 0.99667, 0.99667, 0.93833, 0.76500,
 19, 0.01271, 0.99815, 0.94600, 0, 0.99000, 0.97667, 0.91000, 0.86500, 0.98833,
 20, 0.04681, 0.98689, 0.96900, 0, 1.00000, 0.99667, 0.99667, 0.96333, 0.88833,
 21, 0.01524, 0.99760, 0.97500, 0, 1.00000, 0.99667, 1.00000, 0.96000, 0.91833,
 22, 0.01000, 0.99852, 0.97833, 0, 1.00000, 0.99333, 0.99833, 0.97500, 0.92500,
 23, 0.00851, 0.99871, 0.95133, 0, 1.00000, 0.99667, 0.99833, 0.94333, 0.81833,
 24, 0.00794, 0.99871, 0.97133, 0, 1.00000, 0.99833, 0.99333, 0.96000, 0.90500,
 25, 0.02481, 0.99465, 0.98033, 0, 0.99833, 0.97667, 1.00000, 0.94833, 0.97833,
