epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.06359, 0.98128, 0.95367, 1, 1.00000, 1.00000, 0.99167, 0.94500, 0.83167,
  1, 0.13445, 0.95889, 0.97533, 1, 1.00000, 1.00000, 0.99000, 0.96833, 0.91833,
  2, 0.08946, 0.97026, 0.20133, 0, 0.00000, 0.00000, 0.00000, 0.00667, 1.00000,
  3, 0.06478, 0.97918, 0.67133, 0, 0.96333, 0.54167, 0.59667, 0.25667, 0.99833,
  4, 0.04091, 0.98688, 0.87433, 0, 1.00000, 1.00000, 1.00000, 0.86333, 0.50833,
  5, 0.03544, 0.98916, 0.88833, 0, 0.99833, 0.73500, 0.98000, 0.73167, 0.99667,
  6, 0.02897, 0.99073, 0.54900, 0, 0.81500, 0.16000, 0.29500, 0.47667, 0.99833,
  7, 0.02580, 0.99283, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  8, 0.01720, 0.99545, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  9, 0.01555, 0.99545, 0.98400, 1, 1.00000, 0.97667, 0.99833, 0.95500, 0.99000,
 10, 0.01125, 0.99668, 0.92767, 0, 1.00000, 0.94000, 1.00000, 0.83667, 0.86167,
 11, 0.01093, 0.99685, 0.98667, 1, 0.99833, 0.99000, 0.99833, 0.97500, 0.97167,
 12, 0.00886, 0.99790, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 13, 0.00691, 0.99878, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 14, 0.00692, 0.99703, 0.98700, 1, 0.99833, 0.98833, 1.00000, 0.97500, 0.97333,
 15, 0.00613, 0.99825, 0.98867, 1, 1.00000, 1.00000, 1.00000, 0.97667, 0.96667,
 16, 0.00617, 0.99878, 0.97100, 0, 1.00000, 1.00000, 1.00000, 0.95167, 0.90333,
 17, 0.00661, 0.99808, 0.97333, 0, 1.00000, 1.00000, 1.00000, 0.96333, 0.90333,
 18, 0.00575, 0.99860, 0.91567, 0, 0.99833, 0.65833, 0.97833, 0.95500, 0.98833,
 19, 0.00829, 0.99773, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 20, 0.00761, 0.99755, 0.98667, 0, 1.00000, 1.00000, 1.00000, 0.96833, 0.96500,
 21, 0.00461, 0.99878, 0.98833, 0, 1.00000, 0.99833, 1.00000, 0.97500, 0.96833,
 22, 0.00359, 0.99895, 0.98333, 0, 0.99833, 0.99667, 1.00000, 0.97000, 0.95167,
 23, 0.00297, 0.99930, 0.98633, 0, 0.99833, 0.98500, 0.99833, 0.97500, 0.97500,
 24, 0.00246, 0.99930, 0.98333, 0, 1.00000, 0.99833, 1.00000, 0.97333, 0.94500,
 25, 0.00254, 0.99913, 0.98467, 0, 1.00000, 0.99667, 1.00000, 0.96833, 0.95833,
 26, 0.00255, 0.99913, 0.98633, 0, 1.00000, 0.99667, 1.00000, 0.97500, 0.96000,
 27, 0.00211, 0.99930, 0.98600, 0, 1.00000, 0.99000, 1.00000, 0.97000, 0.97000,
 28, 0.00233, 0.99930, 0.97300, 0, 0.99833, 0.93000, 0.98333, 0.97500, 0.97833,
 29, 0.00212, 0.99913, 0.98533, 0, 1.00000, 1.00000, 1.00000, 0.97167, 0.95500,
 30, 0.00198, 0.99948, 0.83700, 0, 0.92000, 0.66333, 0.70167, 0.91000, 0.99000,
