epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.00977, 0.99802, 0.97900, 1, 1.00000, 0.99667, 0.99167, 0.97333, 0.93333,
  1, 0.11591, 0.96156, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  2, 0.05807, 0.98060, 0.98500, 1, 1.00000, 0.99667, 0.99667, 0.94833, 0.98333,
  3, 0.04897, 0.98455, 0.89200, 0, 0.98833, 0.86333, 0.65333, 0.97500, 0.98000,
  4, 0.03797, 0.98940, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  5, 0.06006, 0.98240, 0.97700, 0, 1.00000, 0.99000, 0.99333, 0.97333, 0.92833,
  6, 0.03670, 0.98994, 0.97100, 0, 1.00000, 0.93667, 0.97833, 0.96667, 0.97333,
  7, 0.03471, 0.98940, 0.97233, 0, 1.00000, 0.99667, 0.99000, 0.89500, 0.98000,
  8, 0.02058, 0.99443, 0.96600, 0, 1.00000, 0.98833, 0.97333, 0.95667, 0.91167,
  9, 0.02813, 0.99174, 0.95833, 0, 1.00000, 0.99667, 0.99500, 0.97333, 0.82667,
 10, 0.02790, 0.99174, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 11, 0.02315, 0.99461, 0.98433, 0, 1.00000, 0.99833, 0.98833, 0.96833, 0.96667,
 12, 0.01448, 0.99479, 0.98467, 0, 1.00000, 0.99667, 0.99000, 0.96000, 0.97667,
 13, 0.02215, 0.99407, 0.97833, 0, 1.00000, 0.99500, 0.99000, 0.96167, 0.94500,
 14, 0.01634, 0.99497, 0.97067, 0, 1.00000, 0.99667, 0.99167, 0.97000, 0.89500,
 15, 0.01681, 0.99605, 0.96933, 0, 1.00000, 0.99667, 0.98833, 0.96500, 0.89667,
 16, 0.01281, 0.99713, 0.96967, 0, 1.00000, 0.99833, 0.97833, 0.95833, 0.91333,
 17, 0.01406, 0.99605, 0.95300, 0, 1.00000, 0.99000, 0.98500, 0.95500, 0.83500,
 18, 0.01255, 0.99695, 0.97433, 0, 1.00000, 0.99667, 0.99000, 0.96833, 0.91667,
 19, 0.00784, 0.99802, 0.97900, 0, 1.00000, 0.99667, 0.99000, 0.97167, 0.93667,
 20, 0.01375, 0.99623, 0.92300, 0, 1.00000, 0.98000, 0.77833, 0.86333, 0.99333,
 21, 0.00878, 0.99766, 0.96533, 0, 1.00000, 0.99500, 0.98833, 0.96667, 0.87667,
 22, 0.00839, 0.99784, 0.95967, 0, 1.00000, 0.99333, 0.97000, 0.96833, 0.86667,
 23, 0.00497, 0.99910, 0.98000, 0, 1.00000, 0.99500, 0.99000, 0.97167, 0.94333,
 24, 0.00629, 0.99928, 0.96833, 0, 1.00000, 0.99333, 0.97167, 0.95833, 0.91833,
 25, 0.00903, 0.99731, 0.96767, 0, 1.00000, 0.99500, 0.96667, 0.95500, 0.92167,
 26, 0.00695, 0.99820, 0.39567, 0, 0.00000, 0.00000, 0.99833, 0.00000, 0.98000,
 27, 0.00821, 0.99856, 0.95900, 0, 1.00000, 0.99500, 0.98833, 0.95833, 0.85333,
 28, 0.00718, 0.99838, 0.97900, 0, 1.00000, 0.99833, 0.99167, 0.97000, 0.93500,
 29, 0.00468, 0.99892, 0.95767, 0, 1.00000, 0.99667, 0.99000, 0.95833, 0.84333,
 30, 0.00523, 0.99856, 0.96533, 0, 1.00000, 0.99667, 0.99167, 0.95167, 0.88667,
 31, 0.00694, 0.99838, 0.95967, 0, 1.00000, 0.99000, 0.96333, 0.96000, 0.88500,
 32, 0.00395, 0.99856, 0.96933, 0, 1.00000, 0.99667, 0.98500, 0.95667, 0.90833,
 33, 0.00491, 0.99856, 0.97033, 0, 1.00000, 0.99667, 0.99167, 0.96333, 0.90000,
 34, 0.00605, 0.99856, 0.97200, 0, 1.00000, 0.99667, 0.99167, 0.97167, 0.90000,
 35, 0.00401, 0.99874, 0.93400, 0, 1.00000, 1.00000, 0.99000, 0.96500, 0.71500,
 36, 0.00340, 0.99928, 0.91267, 0, 1.00000, 0.99833, 0.99000, 0.96833, 0.60667,
 37, 0.00295, 0.99928, 0.95767, 0, 1.00000, 0.99667, 0.98167, 0.96167, 0.84833,
 38, 0.00497, 0.99874, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 39, 0.00376, 0.99892, 0.96533, 0, 1.00000, 0.99500, 0.98667, 0.96167, 0.88333,
 40, 0.00518, 0.99874, 0.96633, 0, 1.00000, 0.99500, 0.98500, 0.96167, 0.89000,
 41, 0.00394, 0.99928, 0.96600, 0, 1.00000, 0.99667, 0.98167, 0.96167, 0.89000,
 42, 0.00377, 0.99892, 0.96367, 0, 1.00000, 0.99833, 0.98667, 0.96667, 0.86667,
 43, 0.00356, 0.99910, 0.95633, 0, 1.00000, 0.99667, 0.98167, 0.95167, 0.85167,
 44, 0.00306, 0.99946, 0.94467, 0, 1.00000, 0.99833, 0.98667, 0.96500, 0.77333,
 45, 0.00337, 0.99910, 0.93333, 0, 1.00000, 0.99667, 0.96000, 0.93000, 0.78000,
 46, 0.00368, 0.99892, 0.95900, 0, 1.00000, 0.99667, 0.98833, 0.96000, 0.85000,
 47, 0.00298, 0.99928, 0.94200, 0, 1.00000, 0.99667, 0.97667, 0.94833, 0.78833,
 48, 0.00283, 0.99910, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 49, 0.00270, 0.99892, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 50, 0.00227, 0.99928, 0.95967, 0, 1.00000, 0.99667, 0.95833, 0.94667, 0.89667,
 51, 0.00368, 0.99892, 0.95433, 0, 1.00000, 0.99667, 0.98333, 0.96167, 0.83000,
 52, 0.00248, 0.99928, 0.97300, 0, 1.00000, 0.99667, 0.98667, 0.97000, 0.91167,
 53, 0.00296, 0.99928, 0.97100, 0, 1.00000, 0.99667, 0.98667, 0.96167, 0.91000,
 54, 0.00312, 0.99928, 0.95033, 0, 1.00000, 0.99833, 0.97833, 0.95167, 0.82333,
 55, 0.00219, 0.99892, 0.88400, 0, 1.00000, 0.99167, 0.93500, 0.92167, 0.57167,
 56, 0.00289, 0.99910, 0.96133, 0, 1.00000, 0.99833, 0.98500, 0.95833, 0.86500,
 57, 0.00207, 0.99910, 0.96633, 0, 1.00000, 0.99667, 0.97500, 0.96000, 0.90000,
 58, 0.00265, 0.99928, 0.95467, 0, 1.00000, 0.99667, 0.97833, 0.96333, 0.83500,
 59, 0.00241, 0.99928, 0.88567, 0, 1.00000, 0.99667, 0.95167, 0.94500, 0.53500,
