epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.00301, 0.99916, 0.90267, 1, 1.00000, 0.98167, 0.91333, 0.89667, 0.72167,
  1, 0.07431, 0.97771, 0.95067, 1, 1.00000, 0.95667, 0.93833, 0.96500, 0.89333,
  2, 0.04634, 0.98525, 0.96167, 1, 1.00000, 1.00000, 0.97500, 0.97167, 0.86167,
  3, 0.03196, 0.98978, 0.94433, 0, 1.00000, 0.94167, 0.95167, 0.93000, 0.89833,
  4, 0.02186, 0.99363, 0.98100, 1, 1.00000, 0.99833, 0.99667, 0.96167, 0.94833,
  5, 0.02392, 0.99196, 0.95233, 0, 1.00000, 0.99500, 0.99167, 0.95333, 0.82167,
  6, 0.02672, 0.99196, 0.92300, 0, 1.00000, 0.99333, 0.98667, 0.95000, 0.68500,
  7, 0.02536, 0.99279, 0.93433, 0, 1.00000, 0.98667, 0.92667, 0.93333, 0.82500,
  8, 0.02096, 0.99480, 0.97267, 0, 1.00000, 0.99333, 0.99167, 0.96000, 0.91833,
  9, 0.01209, 0.99698, 0.97933, 0, 1.00000, 0.99667, 0.99667, 0.92500, 0.97833,
 10, 0.02024, 0.99363, 0.94867, 0, 1.00000, 0.98167, 0.96833, 0.94167, 0.85167,
 11, 0.01654, 0.99598, 0.96767, 0, 1.00000, 0.99667, 0.98667, 0.96000, 0.89500,
 12, 0.01614, 0.99531, 0.98100, 0, 1.00000, 0.99667, 0.99167, 0.97667, 0.94000,
 13, 0.00829, 0.99765, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 14, 0.01232, 0.99648, 0.97267, 0, 1.00000, 0.99500, 0.98833, 0.95500, 0.92500,
 15, 0.00846, 0.99849, 0.96067, 0, 1.00000, 0.99167, 0.97000, 0.94333, 0.89833,
 16, 0.01212, 0.99715, 0.95133, 0, 1.00000, 0.99667, 0.97667, 0.95833, 0.82500,
 17, 0.00735, 0.99799, 0.97067, 0, 1.00000, 0.99833, 0.98667, 0.95167, 0.91667,
 18, 0.00814, 0.99816, 0.97600, 0, 1.00000, 0.99500, 0.99167, 0.96167, 0.93167,
 19, 0.00564, 0.99866, 0.96100, 0, 1.00000, 0.99667, 0.99167, 0.95667, 0.86000,
 20, 0.00687, 0.99816, 0.97567, 0, 1.00000, 0.99667, 0.99500, 0.96833, 0.91833,
 21, 0.00632, 0.99849, 0.96133, 0, 1.00000, 0.98833, 0.99167, 0.95333, 0.87333,
 22, 0.00702, 0.99782, 0.91400, 0, 1.00000, 0.99833, 0.97833, 0.95000, 0.64333,
 23, 0.00431, 0.99883, 0.95733, 0, 1.00000, 0.99333, 0.98667, 0.95833, 0.84833,
 24, 0.00835, 0.99816, 0.94733, 0, 1.00000, 1.00000, 0.99167, 0.96000, 0.78500,
 25, 0.00496, 0.99866, 0.96767, 0, 1.00000, 0.99833, 0.98833, 0.96000, 0.89167,
 26, 0.00623, 0.99849, 0.96033, 0, 1.00000, 0.99833, 0.99000, 0.95667, 0.85667,
 27, 0.00417, 0.99883, 0.96067, 0, 1.00000, 0.99667, 0.99333, 0.95833, 0.85500,
 28, 0.00487, 0.99866, 0.91567, 0, 1.00000, 0.99500, 0.97667, 0.93667, 0.67000,
 29, 0.00497, 0.99866, 0.97533, 0, 1.00000, 0.99667, 0.99500, 0.96000, 0.92500,
 30, 0.00275, 0.99916, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 31, 0.00372, 0.99866, 0.95667, 0, 1.00000, 0.99833, 0.99000, 0.96000, 0.83500,
 32, 0.00361, 0.99899, 0.94867, 0, 1.00000, 0.99667, 0.99333, 0.96000, 0.79333,
 33, 0.00373, 0.99933, 0.96800, 0, 1.00000, 0.99667, 0.99167, 0.96500, 0.88667,
 34, 0.00434, 0.99849, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 35, 0.00372, 0.99866, 0.96500, 0, 1.00000, 0.99667, 0.98500, 0.95500, 0.88833,
 36, 0.00340, 0.99916, 0.97467, 0, 1.00000, 0.99667, 0.99500, 0.96333, 0.91833,
 37, 0.00297, 0.99883, 0.96767, 0, 1.00000, 0.99667, 0.98500, 0.95833, 0.89833,
 38, 0.00374, 0.99883, 0.97700, 0, 1.00000, 0.99833, 0.99167, 0.96000, 0.93500,
 39, 0.00448, 0.99899, 0.96900, 0, 1.00000, 0.99667, 0.99000, 0.95667, 0.90167,
 40, 0.00260, 0.99933, 0.95667, 0, 1.00000, 0.99500, 0.98667, 0.95833, 0.84333,
 41, 0.00329, 0.99916, 0.96800, 0, 1.00000, 0.99667, 0.98833, 0.95333, 0.90167,
 42, 0.00366, 0.99899, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 43, 0.00246, 0.99933, 0.97033, 0, 1.00000, 0.99667, 0.98833, 0.95000, 0.91667,
 44, 0.00274, 0.99950, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 45, 0.00206, 0.99966, 0.97133, 0, 1.00000, 0.99667, 0.98667, 0.95333, 0.92000,
 46, 0.00308, 0.99883, 0.96433, 0, 1.00000, 0.99500, 0.98667, 0.95167, 0.88833,
 47, 0.00206, 0.99933, 0.97733, 0, 1.00000, 0.99833, 0.99000, 0.95667, 0.94167,
 48, 0.00488, 0.99866, 0.96800, 0, 1.00000, 0.99667, 0.99167, 0.95000, 0.90167,
 49, 0.00301, 0.99933, 0.93600, 0, 1.00000, 0.99333, 0.96000, 0.94167, 0.78500,
 50, 0.00242, 0.99933, 0.95100, 0, 1.00000, 0.99500, 0.98333, 0.95000, 0.82667,
 51, 0.00210, 0.99933, 0.92067, 0, 1.00000, 0.99167, 0.95167, 0.91333, 0.74667,
 52, 0.00273, 0.99933, 0.96600, 0, 1.00000, 0.99500, 0.98500, 0.94500, 0.90500,
 53, 0.00226, 0.99950, 0.95067, 0, 1.00000, 0.99333, 0.97333, 0.93833, 0.84833,
 54, 0.00205, 0.99950, 0.94433, 0, 1.00000, 0.99333, 0.98000, 0.95167, 0.79667,
 55, 0.00355, 0.99899, 0.95400, 0, 1.00000, 0.99167, 0.98333, 0.94833, 0.84667,
 56, 0.00310, 0.99916, 0.94567, 0, 1.00000, 0.99167, 0.97000, 0.93500, 0.83167,
 57, 0.00224, 0.99966, 0.95433, 0, 1.00000, 0.99333, 0.98500, 0.93833, 0.85500,
 58, 0.00243, 0.99916, 0.95333, 0, 1.00000, 0.99333, 0.98500, 0.95500, 0.83333,
 59, 0.00369, 0.99883, 0.96567, 0, 1.00000, 0.99667, 0.99167, 0.95667, 0.88333,
