epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.00602, 0.99869, 0.94633, 1, 1.00000, 0.99667, 0.98667, 0.94500, 0.80333,
  1, 0.05278, 0.98414, 0.78600, 0, 0.99667, 0.52167, 0.47667, 0.98500, 0.95000,
  2, 0.02624, 0.99166, 0.97033, 1, 1.00000, 0.99833, 0.99667, 0.97333, 0.88333,
  3, 0.02537, 0.99264, 0.97900, 1, 1.00000, 0.99667, 0.97167, 0.93833, 0.98833,
  4, 0.01888, 0.99411, 0.97000, 0, 1.00000, 0.99667, 0.98667, 0.95667, 0.91000,
  5, 0.02414, 0.99346, 0.95667, 0, 1.00000, 1.00000, 0.98667, 0.95667, 0.84000,
  6, 0.01304, 0.99526, 0.96500, 0, 1.00000, 0.96833, 0.96833, 0.96833, 0.92000,
  7, 0.01678, 0.99591, 0.75100, 0, 1.00000, 0.93500, 0.00167, 0.94833, 0.87000,
  8, 0.01844, 0.99444, 0.98267, 1, 1.00000, 0.99667, 0.99500, 0.96667, 0.95500,
  9, 0.01747, 0.99297, 0.98500, 1, 1.00000, 0.99833, 0.99167, 0.96000, 0.97500,
 10, 0.01145, 0.99722, 0.97467, 0, 1.00000, 1.00000, 0.99167, 0.96833, 0.91333,
 11, 0.01150, 0.99771, 0.94800, 0, 1.00000, 0.99667, 0.95167, 0.94667, 0.84500,
 12, 0.01621, 0.99510, 0.92933, 0, 1.00000, 0.99667, 0.98333, 0.96333, 0.70333,
 13, 0.00954, 0.99738, 0.87467, 0, 1.00000, 0.90167, 0.60833, 0.94500, 0.91833,
 14, 0.00791, 0.99787, 0.97633, 0, 1.00000, 0.99833, 0.99667, 0.96667, 0.92000,
 15, 0.01550, 0.99624, 0.96267, 0, 1.00000, 0.99833, 0.99500, 0.96833, 0.85167,
 16, 0.01445, 0.99608, 0.97633, 0, 1.00000, 0.99667, 0.99500, 0.96667, 0.92333,
 17, 0.00473, 0.99902, 0.96033, 0, 1.00000, 0.99667, 0.98333, 0.95500, 0.86667,
 18, 0.00793, 0.99787, 0.94700, 0, 1.00000, 0.99500, 0.96667, 0.95333, 0.82000,
 19, 0.00532, 0.99869, 0.96333, 0, 1.00000, 0.98667, 0.98667, 0.95333, 0.89000,
 20, 0.00421, 0.99886, 0.85433, 0, 1.00000, 0.99167, 0.96000, 0.83833, 0.48167,
 21, 0.01063, 0.99771, 0.92700, 0, 1.00000, 0.98667, 0.98000, 0.94833, 0.72000,
 22, 0.00341, 0.99886, 0.98133, 0, 1.00000, 0.99500, 0.99667, 0.96667, 0.94833,
 23, 0.00877, 0.99820, 0.96667, 0, 1.00000, 0.99833, 0.99167, 0.97000, 0.87333,
 24, 0.00462, 0.99869, 0.97400, 0, 1.00000, 0.99500, 0.99167, 0.96167, 0.92167,
 25, 0.00594, 0.99853, 0.91100, 0, 1.00000, 0.99667, 0.93667, 0.93833, 0.68333,
 26, 0.00470, 0.99869, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
 27, 0.00483, 0.99853, 0.96567, 0, 1.00000, 0.99667, 0.99333, 0.95500, 0.88333,
 28, 0.00390, 0.99869, 0.96133, 0, 1.00000, 0.99500, 0.99500, 0.96000, 0.85667,
 29, 0.00492, 0.99837, 0.94967, 0, 1.00000, 0.99500, 0.98500, 0.94333, 0.82500,
