epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.04660, 0.98563, 0.98900, 1, 1.00000, 1.00000, 0.99667, 0.97833, 0.97000,
  1, 0.14778, 0.95258, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  2, 0.12914, 0.95886, 0.98533, 0, 1.00000, 1.00000, 0.99500, 0.95500, 0.97667,
  3, 0.08154, 0.97737, 0.98233, 0, 1.00000, 1.00000, 0.99833, 0.96833, 0.94500,
  4, 0.05629, 0.98222, 0.95000, 0, 1.00000, 1.00000, 0.98667, 0.92667, 0.83667,
  5, 0.04343, 0.98814, 0.20500, 0, 0.00000, 0.00000, 0.00167, 0.02333, 1.00000,
  6, 0.03687, 0.98904, 0.97767, 0, 1.00000, 1.00000, 0.99000, 0.95833, 0.94000,
  7, 0.03914, 0.98832, 0.79133, 0, 0.98000, 0.90500, 0.62833, 0.45000, 0.99333,
  8, 0.02158, 0.99461, 0.98767, 0, 1.00000, 1.00000, 0.99833, 0.97833, 0.96167,
  9, 0.01935, 0.99569, 0.98933, 1, 1.00000, 1.00000, 0.99667, 0.97000, 0.98000,
 10, 0.01199, 0.99838, 0.98267, 0, 1.00000, 0.99833, 0.99833, 0.97167, 0.94500,
 11, 0.01441, 0.99641, 0.96867, 0, 1.00000, 1.00000, 0.99167, 0.95833, 0.89333,
 12, 0.00880, 0.99874, 0.98800, 0, 1.00000, 1.00000, 0.99500, 0.97500, 0.97000,
 13, 0.00702, 0.99910, 0.98167, 0, 1.00000, 1.00000, 0.99500, 0.97333, 0.94000,
 14, 0.00612, 0.99928, 0.98367, 0, 1.00000, 1.00000, 0.99500, 0.97333, 0.95000,
 15, 0.00551, 0.99928, 0.98700, 0, 1.00000, 1.00000, 0.99833, 0.97667, 0.96000,
 16, 0.00534, 0.99928, 0.98767, 0, 1.00000, 1.00000, 0.99833, 0.97500, 0.96500,
 17, 0.00519, 0.99928, 0.97833, 0, 1.00000, 1.00000, 0.99500, 0.97000, 0.92667,
 18, 0.00501, 0.99928, 0.98733, 0, 1.00000, 1.00000, 0.99833, 0.97667, 0.96167,
 19, 0.00479, 0.99928, 0.98467, 0, 1.00000, 1.00000, 0.99500, 0.97667, 0.95167,
 20, 0.00527, 0.99928, 0.29333, 0, 0.24000, 0.05167, 0.05000, 0.12667, 0.99833,
 21, 0.00666, 0.99892, 0.96700, 0, 1.00000, 1.00000, 0.99833, 0.96667, 0.87000,
 22, 0.00380, 0.99928, 0.98867, 0, 1.00000, 1.00000, 0.99833, 0.96333, 0.98167,
 23, 0.00452, 0.99892, 0.98233, 0, 1.00000, 0.99833, 0.97333, 0.95167, 0.98833,
 24, 0.01413, 0.99605, 0.96300, 0, 1.00000, 1.00000, 0.99333, 0.96833, 0.85333,
 25, 0.00624, 0.99910, 0.98800, 0, 1.00000, 1.00000, 0.99500, 0.96333, 0.98167,
 26, 0.00389, 0.99928, 0.98767, 0, 1.00000, 1.00000, 0.99833, 0.97667, 0.96333,
 27, 0.00266, 0.99928, 0.98700, 0, 1.00000, 1.00000, 0.99833, 0.97500, 0.96167,
 28, 0.00234, 0.99946, 0.88700, 0, 0.99000, 0.91167, 0.69667, 0.85500, 0.98167,
 29, 0.00233, 0.99946, 0.98833, 0, 1.00000, 0.99833, 0.99833, 0.97500, 0.97000,
 30, 0.00221, 0.99946, 0.97733, 0, 1.00000, 1.00000, 0.99667, 0.97167, 0.91833,
 31, 0.00221, 0.99946, 0.98067, 0, 1.00000, 1.00000, 0.99333, 0.97167, 0.93833,
 32, 0.00219, 0.99946, 0.98633, 0, 1.00000, 1.00000, 0.99667, 0.97667, 0.95833,
 33, 0.00231, 0.99946, 0.98633, 0, 1.00000, 1.00000, 0.99667, 0.97333, 0.96167,
 34, 0.00216, 0.99946, 0.98000, 0, 1.00000, 0.99500, 0.98667, 0.96833, 0.95000,
 35, 0.00172, 0.99946, 0.98700, 0, 1.00000, 1.00000, 0.99667, 0.97500, 0.96333,
 36, 0.00172, 0.99946, 0.98300, 0, 1.00000, 1.00000, 0.99500, 0.97500, 0.94500,
 37, 0.00164, 0.99946, 0.98767, 0, 1.00000, 1.00000, 0.99833, 0.97667, 0.96333,
 38, 0.00177, 0.99946, 0.97533, 0, 1.00000, 1.00000, 0.99500, 0.97167, 0.91000,
 39, 0.00168, 0.99946, 0.98200, 0, 1.00000, 0.99833, 0.99500, 0.97500, 0.94167,
 40, 0.00159, 0.99946, 0.98700, 0, 1.00000, 1.00000, 0.99833, 0.97500, 0.96167,
 41, 0.00166, 0.99946, 0.98200, 0, 1.00000, 0.99833, 0.99333, 0.97333, 0.94500,
 42, 0.00147, 0.99964, 0.98433, 0, 1.00000, 0.99833, 0.99500, 0.97667, 0.95167,
 43, 0.00135, 0.99964, 0.98733, 0, 1.00000, 1.00000, 0.99833, 0.97667, 0.96167,
 44, 0.00126, 0.99964, 0.98667, 0, 1.00000, 1.00000, 0.99667, 0.97500, 0.96167,
 45, 0.00113, 0.99982, 0.98700, 0, 1.00000, 1.00000, 0.99833, 0.97500, 0.96167,
 46, 0.00100, 0.99982, 0.98700, 0, 1.00000, 1.00000, 0.99667, 0.97667, 0.96167,
 47, 0.00098, 0.99982, 0.98833, 0, 1.00000, 1.00000, 0.99833, 0.97333, 0.97000,
 48, 0.00101, 0.99982, 0.98700, 0, 1.00000, 1.00000, 0.99833, 0.97500, 0.96167,
 49, 0.00097, 0.99982, 0.98567, 0, 1.00000, 1.00000, 0.99667, 0.97667, 0.95500,
 50, 0.00095, 0.99982, 0.95633, 0, 0.99667, 0.97333, 0.90333, 0.93667, 0.97167,
 51, 0.00089, 0.99982, 0.98633, 0, 1.00000, 1.00000, 0.99667, 0.97667, 0.95833,
 52, 0.00081, 0.99982, 0.98800, 0, 1.00000, 1.00000, 0.99833, 0.97500, 0.96667,
 53, 0.00080, 0.99982, 0.97967, 0, 1.00000, 1.00000, 0.99000, 0.97000, 0.93833,
 54, 0.00076, 0.99982, 0.98667, 0, 1.00000, 1.00000, 0.99667, 0.97500, 0.96167,
 55, 0.00069, 1.00000, 0.97867, 0, 1.00000, 1.00000, 0.99000, 0.97500, 0.92833,
