epoch, training_loss, training_acc, test_acc, is_new_best, test_class_1, test_class_2, test_class_3, test_class_4, test_class_5,
  0, 0.04812, 0.98671, 0.98167, 1, 1.00000, 1.00000, 0.99167, 0.97167, 0.94500,
  1, 0.03541, 0.98933, 0.20033, 0, 0.00000, 0.00000, 0.00000, 0.00167, 1.00000,
  2, 0.03308, 0.99020, 0.20000, 0, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000,
  3, 0.02248, 0.99423, 0.99033, 1, 1.00000, 1.00000, 0.99833, 0.96667, 0.98667,
  4, 0.01699, 0.99598, 0.20800, 0, 0.00000, 0.00167, 0.00667, 0.03333, 0.99833,
  5, 0.01251, 0.99825, 0.88633, 0, 0.91000, 0.81500, 0.81500, 0.89833, 0.99333,
  6, 0.00987, 0.99878, 0.98533, 0, 1.00000, 1.00000, 0.99667, 0.96667, 0.96333,
  7, 0.01153, 0.99773, 0.97167, 0, 0.96833, 0.98833, 0.98667, 0.97000, 0.94500,
  8, 0.00997, 0.99773, 0.97067, 0, 0.98667, 0.97167, 0.98333, 0.96833, 0.94333,
  9, 0.02792, 0.99230, 0.65967, 0, 0.98667, 0.56000, 0.46667, 0.28833, 0.99667,
 10, 0.01466, 0.99650, 0.98300, 0, 1.00000, 1.00000, 0.99500, 0.96667, 0.95333,
 11, 0.00822, 0.99860, 0.88467, 0, 0.99333, 0.88500, 0.82333, 0.72500, 0.99667,
 12, 0.00677, 0.99895, 0.98733, 0, 1.00000, 0.99500, 0.99833, 0.97167, 0.97167,
 13, 0.00619, 0.99895, 0.98300, 0, 1.00000, 1.00000, 0.99667, 0.96833, 0.95000,
 14, 0.00607, 0.99895, 0.76000, 0, 0.82500, 0.54833, 0.58333, 0.85000, 0.99333,
 15, 0.00602, 0.99895, 0.97067, 0, 1.00000, 1.00000, 0.99167, 0.96167, 0.90000,
 16, 0.00496, 0.99895, 0.94800, 0, 1.00000, 1.00000, 0.99333, 0.95667, 0.79000,
 17, 0.00834, 0.99825, 0.97000, 0, 1.00000, 1.00000, 0.99333, 0.96667, 0.89000,
 18, 0.01021, 0.99790, 0.21233, 0, 0.00000, 0.00167, 0.01000, 0.05167, 0.99833,
 19, 0.00522, 0.99895, 0.27600, 0, 0.00000, 0.01833, 0.04500, 0.31833, 0.99833,
 20, 0.00571, 0.99895, 0.97533, 0, 1.00000, 1.00000, 0.99667, 0.96500, 0.91500,
 21, 0.00520, 0.99895, 0.98500, 0, 1.00000, 1.00000, 0.99667, 0.96833, 0.96000,
 22, 0.00360, 0.99895, 0.98467, 0, 1.00000, 1.00000, 0.99667, 0.97333, 0.95333,
