process_num, iter_num, probability_1, probability_2, probability_3, probability_4, probability_5, is_correct, time,
00000, 00000, 0.000005, 0.000051, 0.999630, 0.000245, 0.000069, 1, 1575408240.5141377,
00000, 00001, 0.000005, 0.000050, 0.999622, 0.000252, 0.000071, 1, 1575408244.9986386,
00000, 00002, 0.000005, 0.000051, 0.999606, 0.000264, 0.000074, 1, 1575408250.0471523,
00000, 00003, 0.000005, 0.000050, 0.999716, 0.000179, 0.000050, 1, 1575408254.7797294,
00000, 00004, 0.000005, 0.000050, 0.999628, 0.000247, 0.000069, 1, 1575408259.1352122,
00000, 00005, 0.000005, 0.000050, 0.999720, 0.000176, 0.000049, 1, 1575408263.8498013,
00000, 00006, 0.000004, 0.000051, 0.999738, 0.000162, 0.000045, 1, 1575408268.83596,
00000, 00007, 0.000005, 0.000050, 0.999611, 0.000260, 0.000073, 1, 1575408273.0932302,
00000, 00008, 0.000005, 0.000051, 0.999637, 0.000240, 0.000067, 1, 1575408277.9740107,
00000, 00009, 0.000005, 0.000050, 0.999711, 0.000183, 0.000051, 1, 1575408282.8741822,
00000, 00010, 0.000005, 0.000051, 0.999683, 0.000204, 0.000057, 1, 1575408287.7289765,
00000, 00011, 0.000005, 0.000051, 0.999625, 0.000249, 0.000070, 1, 1575408293.1118252,
00000, 00012, 0.000006, 0.000052, 0.999334, 0.000477, 0.000131, 1, 1575408298.2495155,
00000, 00013, 0.000004, 0.000051, 0.999742, 0.000158, 0.000044, 1, 1575408303.2763965,
00000, 00014, 0.000005, 0.000051, 0.999550, 0.000308, 0.000086, 1, 1575408308.5748074,
00000, 00015, 0.000005, 0.000051, 0.999697, 0.000193, 0.000054, 1, 1575408313.559896,
00000, 00016, 0.000005, 0.000050, 0.999688, 0.000200, 0.000056, 1, 1575408318.3653796,
00000, 00017, 0.000004, 0.000051, 0.999762, 0.000143, 0.000040, 1, 1575408323.081149,
00000, 00018, 0.000007, 0.000054, 0.999009, 0.000737, 0.000194, 1, 1575408328.5057874,
00000, 00019, 0.000008, 0.000058, 0.998536, 0.001117, 0.000282, 1, 1575408334.3127358,
