process_num, iter_num, probability_1, probability_2, probability_3, probability_4, probability_5, is_correct, time,
00016, 00016, 0.000003, 0.000033, 0.999758, 0.000153, 0.000053, 1, 1580250505.3297625,
00008, 00008, 0.000003, 0.000036, 0.999746, 0.000157, 0.000059, 1, 1580250505.6997278,
00014, 00014, 0.000002, 0.000037, 0.999897, 0.000044, 0.000021, 1, 1580250505.7953963,
00018, 00018, 0.000003, 0.000029, 0.999735, 0.000157, 0.000076, 1, 1580250506.2045105,
00000, 00000, 0.000003, 0.000032, 0.999695, 0.000192, 0.000077, 1, 1580250506.6542077,
00012, 00012, 0.000001, 0.000057, 0.999902, 0.000030, 0.000010, 1, 1580250506.662656,
00024, 00024, 0.000005, 0.000037, 0.999254, 0.000502, 0.000203, 1, 1580250506.779148,
00027, 00027, 0.000002, 0.000032, 0.999899, 0.000044, 0.000024, 1, 1580250506.955063,
00002, 00002, 0.000002, 0.000041, 0.999921, 0.000024, 0.000012, 1, 1580250506.9723463,
00004, 00004, 0.000003, 0.000035, 0.999759, 0.000154, 0.000050, 1, 1580250507.0156329,
00009, 00009, 0.000011, 0.000056, 0.996539, 0.002725, 0.000668, 1, 1580250507.0921175,
00005, 00005, 0.000004, 0.000034, 0.999639, 0.000238, 0.000084, 1, 1580250507.120296,
00020, 00020, 0.000002, 0.000029, 0.999874, 0.000065, 0.000030, 1, 1580250507.2753515,
00025, 00025, 0.000002, 0.000033, 0.999876, 0.000066, 0.000023, 1, 1580250507.28819,
00019, 00019, 0.000003, 0.000030, 0.999665, 0.000192, 0.000110, 1, 1580250507.3012464,
00026, 00026, 0.000003, 0.000030, 0.999751, 0.000151, 0.000065, 1, 1580250507.4341297,
00029, 00029, 0.000002, 0.000035, 0.999889, 0.000056, 0.000018, 1, 1580250507.5339472,
00015, 00015, 0.000002, 0.000028, 0.999858, 0.000067, 0.000044, 1, 1580250507.7342272,
00017, 00017, 0.000006, 0.000040, 0.999021, 0.000680, 0.000253, 1, 1580250507.894392,
00022, 00022, 0.000002, 0.000044, 0.999835, 0.000075, 0.000043, 1, 1580250507.9908876,
00011, 00011, 0.000003, 0.000031, 0.999826, 0.000101, 0.000040, 1, 1580250508.1636853,
00007, 00007, 0.000002, 0.000053, 0.999902, 0.000032, 0.000011, 1, 1580250508.310285,
00021, 00021, 0.000005, 0.000037, 0.999195, 0.000553, 0.000210, 1, 1580250508.365591,
00003, 00003, 0.000006, 0.000050, 0.998822, 0.000785, 0.000337, 1, 1580250508.4146552,
00010, 00010, 0.000003, 0.000029, 0.999840, 0.000088, 0.000040, 1, 1580250508.546885,
00006, 00006, 0.000005, 0.000031, 0.999756, 0.000143, 0.000065, 1, 1580250509.0778651,
